id,prior_position,prior_time,prior:smax_gaussian,prior:receptor_smax_gaussian,integrand:TotalIntegrand,integrand:FlowIntegrand
1AVX_p0,"[-88.66600799560547, 39.65534210205078, 46.47236633300781]",1.0,-19.401456832885742,-16.973751068115234,14.423571,-0.000828695
1AVX_p1,"[1.6246919631958008, 9.963301658630371, 9.951703071594238]",1.0,-13.072043418884277,-13.773491859436035,9.82629,13.074475
1AVX_p2,"[-12.79386043548584, 5.095837116241455, -12.945621490478516]",1.0,-13.15887451171875,-13.654865264892578,2.886052,1.5575047
1AVX_p3,"[21.156536102294922, -25.794876098632812, 7.939901828765869]",1.0,-13.613750457763672,-13.26486587524414,8.998725,13.926967
1AVX_p4,"[-14.684128761291504, -0.4049651622772217, -7.931343078613281]",1.0,-13.115238189697266,-13.856748580932617,4.2720823,10.143967
1AVX_p5,"[-8.613279342651367, 19.449495315551758, 26.182594299316406]",1.0,-13.592630386352539,-13.380677223205566,16.887474,22.293192
1AVX_p6,"[48.40172576904297, 5.614964485168457, -16.78492546081543]",1.0,-14.435956954956055,-13.807324409484863,11.261232,9.230549
1AVX_p7,"[19.86591911315918, 22.09198760986328, -11.11425495147705]",1.0,-13.519429206848145,-14.186880111694336,7.5643954,9.96562
1AVX_p8,"[23.3601016998291, 16.783071517944336, 25.198659896850586]",1.0,-13.772818565368652,-14.546242713928223,6.749122,12.113467
1AVX_p9,"[2.34700608253479, 0.4914243817329407, 40.385406494140625]",1.0,-13.86970329284668,-14.940505981445312,8.290326,10.761967
1AVX_p10,"[22.146930694580078, 4.597761631011963, 2.5124361515045166]",1.0,-13.248151779174805,-13.384963989257812,7.453395,14.10931
1AVX_p11,"[-69.42657470703125, 53.00997543334961, 43.72453689575195]",1.0,-18.261486053466797,-14.380735397338867,16.401253,-0.0012405223
1AVX_p12,"[-87.11359405517578, 1.6387616395950317, 64.4502944946289]",1.0,-19.485576629638672,-15.0628662109375,14.798785,-0.0008616573
1AVX_p13,"[12.347766876220703, -1.0543197393417358, -35.54716491699219]",1.0,-13.747730255126953,-13.606188774108887,2.636425,6.169829
1AVX_p14,"[21.152042388916016, 17.82276153564453, -27.72342872619629]",1.0,-13.812435150146484,-14.314469337463379,12.006415,11.758856
1AVX_p15,"[1.009238362312317, -11.740766525268555, -31.027423858642578]",1.0,-13.572388648986816,-13.644371032714844,8.469833,14.205349
1AVX_p16,"[-4.837098598480225, 27.224916458129883, 24.549968719482422]",1.0,-13.720016479492188,-15.060510635375977,6.9015274,10.112042
1AVX_p17,"[6.570598602294922, 13.515569686889648, -6.370186805725098]",1.0,-13.108420372009277,-14.121460914611816,8.043159,2.3429394
1AVX_p18,"[19.983095169067383, -4.772988319396973, 24.728857040405273]",1.0,-13.534642219543457,-14.50375747680664,16.413486,2.875401
1AVX_p19,"[32.96689987182617, -15.007917404174805, 27.043508529663086]",1.0,-14.095633506774902,-13.090479850769043,9.936391,13.553985
1AVX_p20,"[-76.05742645263672, 36.771114349365234, 47.6630859375]",1.0,-18.18741798400879,-15.920955657958984,14.661071,0.00034798426
1AVX_p21,"[-57.15349197387695, 42.22865295410156, 41.8276481628418]",1.0,-16.737815856933594,-16.307687759399414,13.011861,-0.0011066945
1AVX_p22,"[-80.86888885498047, 33.65552520751953, 30.806488037109375]",1.0,-17.750137329101562,-14.8932523727417,14.830866,-0.0006636858
1AVX_p23,"[17.35814666748047, 26.285242080688477, -5.343634128570557]",1.0,-13.527504920959473,-13.98779582977295,12.152254,14.418014
1AVX_p24,"[12.848865509033203, 27.924957275390625, -2.8567616939544678]",1.0,-13.489884376525879,-13.095527648925781,11.498953,4.0759535
1AVX_p25,"[-13.818546295166016, 10.244064331054688, 13.556291580200195]",1.0,-13.226889610290527,-13.257542610168457,0.36080307,6.9612803
1AVX_p26,"[-17.79580307006836, 33.994224548339844, 33.37221908569336]",1.0,-14.397076606750488,-14.985373497009277,17.962782,4.195124
1AVX_p27,"[-10.312931060791016, 0.5584303140640259, 17.043476104736328]",1.0,-13.181046485900879,-13.352508544921875,13.587779,21.719925
1AVX_p28,"[41.50169372558594, 16.73786735534668, 1.1447093486785889]",1.0,-14.073661804199219,-13.34360122680664,5.953556,7.0939302
1AVX_p29,"[12.659037590026855, 9.307168006896973, 36.85854721069336]",1.0,-13.852312088012695,-13.493865966796875,22.252188,25.293858
1AVX_p30,"[9.341825485229492, -8.290122985839844, 44.22658920288086]",1.0,-14.133734703063965,-14.197834014892578,0.7973062,-0.96863997
1AVX_p31,"[-75.65011596679688, 44.112430572509766, 43.78498458862305]",1.0,-18.285947799682617,-15.151288032531738,13.851046,-0.0008930329
1AVX_p32,"[10.365999221801758, -1.1733254194259644, 23.824037551879883]",1.0,-13.33619499206543,-13.54992389678955,11.293018,5.544428
1AVX_p33,"[-26.748523712158203, 16.055694580078125, -22.03812026977539]",1.0,-13.77093505859375,-14.988099098205566,4.729549,10.271987
1AVX_p34,"[25.784488677978516, 29.574026107788086, -21.574949264526367]",1.0,-14.074264526367188,-13.998937606811523,5.435078,11.815942
1AVX_p35,"[-45.00882339477539, -1.8915870189666748, 19.06236457824707]",1.0,-14.289711952209473,-15.304030418395996,12.354535,17.058786
1AVX_p36,"[34.63370895385742, 17.07145881652832, -4.24202299118042]",1.0,-13.798698425292969,-13.830754280090332,7.262644,14.389514
1AVX_p37,"[-7.217901706695557, 9.943872451782227, -10.545300483703613]",1.0,-13.106064796447754,-13.349852561950684,7.217928,11.317295
1AVX_p38,"[25.363229751586914, 6.213860034942627, 35.321754455566406]",1.0,-14.032370567321777,-14.45004940032959,10.704203,13.141631
1AVX_p39,"[-20.275915145874023, 22.610416412353516, 15.451616287231445]",1.0,-13.605461120605469,-14.023500442504883,10.225779,11.203165
1AVX_p40,"[-78.9087905883789, 12.78183650970459, 60.099159240722656]",1.0,-18.517009735107422,-15.115817070007324,16.406996,-0.00080597674
1AVX_p41,"[-58.11795425415039, 42.3309440612793, 37.14154815673828]",1.0,-16.598796844482422,-18.306758880615234,14.270911,-0.0013844233
1AVX_p42,"[11.721837043762207, 0.9723429083824158, -21.07384490966797]",1.0,-13.2839937210083,-14.126091003417969,2.8347156,11.8005905
1AVX_p43,"[10.918785095214844, -1.0649769306182861, -21.120697021484375]",1.0,-13.27509593963623,-14.227516174316406,11.6278105,11.864646
1AVX_p44,"[-25.468236923217773, 24.892669677734375, -26.692712783813477]",1.0,-14.060839653015137,-15.205592155456543,3.3076282,4.9061112
1AVX_p45,"[-3.0409538745880127, 28.026397705078125, -18.418203353881836]",1.0,-13.590384483337402,-14.186287879943848,8.660713,10.110217
1AVX_p46,"[30.005334854125977, 13.776564598083496, 12.032215118408203]",1.0,-13.646456718444824,-13.27104377746582,2.7530441,7.5545306
1AVX_p47,"[28.042644500732422, 48.74155044555664, 24.169170379638672]",1.0,-15.04167366027832,-14.133828163146973,14.819553,8.92711
1AVX_p48,"[-81.8302230834961, 61.284671783447266, 66.37222290039062]",1.0,-21.214447021484375,-16.274940490722656,17.465801,-0.00053786463
1AVX_p49,"[43.39170455932617, -0.6914301514625549, -14.071245193481445]",1.0,-14.116695404052734,-13.764134407043457,12.090712,9.201372
1AVX_p50,"[49.25602340698242, 0.45074427127838135, 6.874342918395996]",1.0,-14.334638595581055,-14.344565391540527,18.809175,8.365583
1AVX_p51,"[23.716100692749023, 26.046171188354492, 16.376079559326172]",1.0,-13.798759460449219,-13.07668399810791,9.223404,10.719977
1AVX_p52,"[-14.743016242980957, 4.8799591064453125, -4.707709312438965]",1.0,-13.106704711914062,-14.52897834777832,5.4193745,8.801842
1AVX_p53,"[6.307551860809326, 19.89525604248047, -9.682133674621582]",1.0,-13.254491806030273,-13.035672187805176,9.213791,8.787377
1AVX_p54,"[36.68238830566406, -22.115144729614258, 48.48403549194336]",1.0,-15.285618782043457,-13.712557792663574,11.993223,4.8485646
1AVX_p55,"[36.811405181884766, 2.3634939193725586, -0.46422088146209717]",1.0,-13.716453552246094,-13.511430740356445,7.434781,12.024557
1AVX_p56,"[-20.85452651977539, 36.428062438964844, -19.432870864868164]",1.0,-14.1490478515625,-14.120205879211426,8.323196,7.836451
1AVX_p57,"[6.9885573387146, 13.501691818237305, -3.4338016510009766]",1.0,-13.095367431640625,-13.27642822265625,0.03301157,5.758015
1AVX_p58,"[3.591947317123413, 23.364477157592773, -9.015098571777344]",1.0,-13.316003799438477,-13.170303344726562,6.175396,13.87532
1AVX_p59,"[22.077545166015625, 32.484642028808594, -4.99716329574585]",1.0,-13.831319808959961,-13.049678802490234,9.759198,15.576714
1AVX_p60,"[-10.016303062438965, 10.877668380737305, -9.241104125976562]",1.0,-13.129323959350586,-14.055566787719727,11.244566,10.034785
1AVX_p61,"[-109.15897369384766, 10.770835876464844, 60.175655364990234]",1.0,-21.656410217285156,-14.966135025024414,18.788359,-0.0003570549
1AVX_p62,"[-4.036818981170654, -21.94683265686035, 1.582686185836792]",1.0,-13.238444328308105,-13.031889915466309,10.191654,9.244507
1AVX_p63,"[-26.60564422607422, -4.585912227630615, -25.489442825317383]",1.0,-13.726298332214355,-14.562382698059082,7.2769847,13.893237
1AVX_p64,"[-22.594114303588867, 3.207854986190796, -15.045709609985352]",1.0,-13.375495910644531,-14.121235847473145,8.626121,16.064121
1AVX_p65,"[-53.16510772705078, 12.92065715789795, 41.50904846191406]",1.0,-15.580671310424805,-16.112762451171875,17.72964,-0.00010274114
