index,timestep,sample
0,0.0,57.52176
1,0.01010101,56.94073
2,0.02020202,56.359703
3,0.030303031,55.778675
4,0.04040404,55.197647
5,0.05050505,54.61662
6,0.060606062,54.03559
7,0.07070707,53.454563
8,0.08080808,52.873535
9,0.09090909,52.292507
10,0.1010101,51.71148
11,0.11111111,51.13045
12,0.121212125,50.549423
13,0.13131313,49.968395
14,0.14141414,49.387367
15,0.15151516,48.80634
16,0.16161616,48.22531
17,0.17171717,47.644283
18,0.18181819,47.063255
19,0.1919192,46.482227
20,0.2020202,45.9012
21,0.21212122,45.32017
22,0.22222222,44.739143
23,0.23232323,44.158115
24,0.24242425,43.577087
25,0.25252524,42.99606
26,0.26262626,42.41503
27,0.27272728,41.834003
28,0.28282827,41.252975
29,0.2929293,40.671947
30,0.3030303,40.09092
31,0.3131313,39.50989
32,0.32323232,38.928864
33,0.33333334,38.347836
34,0.34343433,37.766808
35,0.35353535,37.18578
36,0.36363637,36.60475
37,0.37373737,36.023724
38,0.3838384,35.442696
39,0.3939394,34.861668
40,0.4040404,34.28064
41,0.41414142,33.69961
42,0.42424244,33.118584
43,0.43434343,32.537556
44,0.44444445,31.956528
45,0.45454547,31.3755
46,0.46464646,30.794474
47,0.47474748,30.213446
48,0.4848485,29.632418
49,0.4949495,29.051392
50,0.5050505,28.470366
51,0.5151515,27.889338
52,0.5252525,27.30831
53,0.53535354,26.727282
54,0.54545456,26.146254
55,0.5555556,25.565226
56,0.56565654,24.984201
57,0.57575756,24.403173
58,0.5858586,23.822145
59,0.5959596,23.241117
60,0.6060606,22.66009
61,0.61616164,22.079062
62,0.6262626,21.498037
63,0.6363636,20.91701
64,0.64646465,20.335981
65,0.65656567,19.754953
66,0.6666667,19.173925
67,0.6767677,18.592897
68,0.68686867,18.011873
69,0.6969697,17.430845
70,0.7070707,16.849817
71,0.7171717,16.26879
72,0.72727275,15.687761
73,0.7373737,15.106736
74,0.74747473,14.525707
75,0.75757575,13.944679
76,0.7676768,13.363651
77,0.7777778,12.782623
78,0.7878788,12.201595
79,0.7979798,11.62057
80,0.8080808,11.039541
81,0.8181818,10.458513
82,0.82828283,9.877485
83,0.83838385,9.296457
84,0.8484849,8.715429
85,0.85858583,8.134404
86,0.86868685,7.5533757
87,0.8787879,6.9723473
88,0.8888889,6.391319
89,0.8989899,5.8102903
90,0.90909094,5.229262
91,0.9191919,4.6482368
92,0.9292929,4.0672083
93,0.93939394,3.4861798
94,0.94949496,2.9051514
95,0.959596,2.324123
96,0.969697,1.7430944
97,0.97979796,1.1620694
98,0.989899,0.581041
99,1.0,1.2516975e-05
