index,timestep,sample
0,0.0,-26.742868
1,0.01010101,-26.472738
2,0.02020202,-26.202608
3,0.030303031,-25.932478
4,0.04040404,-25.662348
5,0.05050505,-25.392218
6,0.060606062,-25.122087
7,0.07070707,-24.851957
8,0.08080808,-24.581827
9,0.09090909,-24.311697
10,0.1010101,-24.041567
11,0.11111111,-23.771437
12,0.121212125,-23.501307
13,0.13131313,-23.231176
14,0.14141414,-22.961046
15,0.15151516,-22.690916
16,0.16161616,-22.420786
17,0.17171717,-22.150656
18,0.18181819,-21.880526
19,0.1919192,-21.610395
20,0.2020202,-21.340265
21,0.21212122,-21.070135
22,0.22222222,-20.800005
23,0.23232323,-20.529875
24,0.24242425,-20.259745
25,0.25252524,-19.989614
26,0.26262626,-19.719484
27,0.27272728,-19.449354
28,0.28282827,-19.179224
29,0.2929293,-18.909094
30,0.3030303,-18.638964
31,0.3131313,-18.368834
32,0.32323232,-18.098703
33,0.33333334,-17.828573
34,0.34343433,-17.558443
35,0.35353535,-17.288313
36,0.36363637,-17.018183
37,0.37373737,-16.748053
38,0.3838384,-16.477922
39,0.3939394,-16.207792
40,0.4040404,-15.937663
41,0.41414142,-15.667533
42,0.42424244,-15.397403
43,0.43434343,-15.127274
44,0.44444445,-14.857143
45,0.45454547,-14.587013
46,0.46464646,-14.316884
47,0.47474748,-14.046754
48,0.4848485,-13.776624
49,0.4949495,-13.5064945
50,0.5050505,-13.236365
51,0.5151515,-12.966235
52,0.5252525,-12.696105
53,0.53535354,-12.425975
54,0.54545456,-12.155845
55,0.5555556,-11.885715
56,0.56565654,-11.615586
57,0.57575756,-11.345456
58,0.5858586,-11.075326
59,0.5959596,-10.805196
60,0.6060606,-10.535066
61,0.61616164,-10.2649355
62,0.6262626,-9.994807
63,0.6363636,-9.724677
64,0.64646465,-9.454547
65,0.65656567,-9.184417
66,0.6666667,-8.914287
67,0.6767677,-8.644156
68,0.68686867,-8.374028
69,0.6969697,-8.103898
70,0.7070707,-7.833768
71,0.7171717,-7.5636377
72,0.72727275,-7.2935076
73,0.7373737,-7.023379
74,0.74747473,-6.7532487
75,0.75757575,-6.4831185
76,0.7676768,-6.2129884
77,0.7777778,-5.942858
78,0.7878788,-5.672728
79,0.7979798,-5.4025993
80,0.8080808,-5.132469
81,0.8181818,-4.862339
82,0.82828283,-4.592209
83,0.83838385,-4.3220787
84,0.8484849,-4.0519485
85,0.85858583,-3.7818198
86,0.86868685,-3.5116897
87,0.8787879,-3.2415595
88,0.8888889,-2.9714293
89,0.8989899,-2.7012992
90,0.90909094,-2.431169
91,0.9191919,-2.1610403
92,0.9292929,-1.89091
93,0.93939394,-1.6207798
94,0.94949496,-1.3506495
95,0.959596,-1.0805192
96,0.969697,-0.8103889
97,0.97979796,-0.5402602
98,0.989899,-0.27012992
99,1.0,3.5762787e-07
