index,timestep,sample
0,0.0,30.793129
1,0.01010101,26.32227
2,0.02020202,33.986538
3,0.030303031,31.92506
4,0.04040404,34.620457
5,0.05050505,27.089222
6,0.060606062,24.074768
7,0.07070707,21.449183
8,0.08080808,17.523436
9,0.09090909,13.5969925
10,0.1010101,14.200428
11,0.11111111,14.96598
12,0.121212125,9.926321
13,0.13131313,8.739993
14,0.14141414,12.875955
15,0.15151516,10.875357
16,0.16161616,15.80788
17,0.17171717,17.717388
18,0.18181819,11.711509
19,0.1919192,12.8587
20,0.2020202,6.9575768
21,0.21212122,12.694628
22,0.22222222,18.828344
23,0.23232323,16.186197
24,0.24242425,13.262981
25,0.25252524,16.167654
26,0.26262626,14.007528
27,0.27272728,12.8288145
28,0.28282827,17.57315
29,0.2929293,14.933462
30,0.3030303,17.327402
31,0.3131313,15.777529
32,0.32323232,13.970876
33,0.33333334,16.989826
34,0.34343433,17.514666
35,0.35353535,5.7006884
36,0.36363637,-3.6128426
37,0.37373737,3.348946
38,0.3838384,7.5482564
39,0.3939394,12.010871
40,0.4040404,15.987492
41,0.41414142,6.179429
42,0.42424244,6.425614
43,0.43434343,27.745327
44,0.44444445,25.626953
45,0.45454547,24.4995
46,0.46464646,18.36726
47,0.47474748,8.070768
48,0.4848485,10.9137535
49,0.4949495,10.3677025
50,0.5050505,-5.7284126
51,0.5151515,-4.176751
52,0.5252525,2.8665395
53,0.53535354,9.712168
54,0.54545456,1.4201431
55,0.5555556,13.703388
56,0.56565654,9.960419
57,0.57575756,12.970875
58,0.5858586,-2.426324
59,0.5959596,2.3071022
60,0.6060606,2.589393
61,0.61616164,-3.5354435
62,0.6262626,1.6668451
63,0.6363636,-13.080513
64,0.64646465,-4.511323
65,0.65656567,-5.6787505
66,0.6666667,-0.76361036
67,0.6767677,-4.658323
68,0.68686867,-0.6142144
69,0.6969697,14.303091
70,0.7070707,24.51791
71,0.7171717,35.25181
72,0.72727275,34.174614
73,0.7373737,28.941158
74,0.74747473,34.65324
75,0.75757575,35.098675
76,0.7676768,44.620453
77,0.7777778,39.650124
78,0.7878788,25.283207
79,0.7979798,35.569473
80,0.8080808,39.950768
81,0.8181818,50.336964
82,0.82828283,49.750675
83,0.83838385,65.8053
84,0.8484849,67.16906
85,0.85858583,64.9476
86,0.86868685,77.94672
87,0.8787879,84.03121
88,0.8888889,83.68725
89,0.8989899,85.92572
90,0.90909094,89.43853
91,0.9191919,82.66751
92,0.9292929,81.22103
93,0.93939394,70.80641
94,0.94949496,78.04411
95,0.959596,88.776665
96,0.969697,88.26422
97,0.97979796,92.18812
98,0.989899,103.88587
99,1.0,92.81031
