index,timestep,sample
0,0.0,-0.3819816
1,0.01010101,5.8411055
2,0.02020202,14.044078
3,0.030303031,9.103699
4,0.04040404,3.892394
5,0.05050505,5.806339
6,0.060606062,2.0043929
7,0.07070707,-0.15488815
8,0.08080808,5.7357945
9,0.09090909,3.5028465
10,0.1010101,1.8749764
11,0.11111111,9.110113
12,0.121212125,1.6285105
13,0.13131313,1.9138783
14,0.14141414,6.360131
15,0.15151516,6.9235888
16,0.16161616,5.5280046
17,0.17171717,6.777343
18,0.18181819,5.3984075
19,0.1919192,3.1374304
20,0.2020202,6.878908
21,0.21212122,6.5725384
22,0.22222222,10.007744
23,0.23232323,11.3367
24,0.24242425,10.837452
25,0.25252524,9.251886
26,0.26262626,7.4467864
27,0.27272728,13.131353
28,0.28282827,14.6638365
29,0.2929293,15.651217
30,0.3030303,11.844796
31,0.3131313,17.355513
32,0.32323232,22.818329
33,0.33333334,28.548874
34,0.34343433,30.68002
35,0.35353535,26.31305
36,0.36363637,36.633575
37,0.37373737,37.63759
38,0.3838384,34.121265
39,0.3939394,28.885069
40,0.4040404,19.283829
41,0.41414142,15.537983
42,0.42424244,10.017407
43,0.43434343,-4.2831116
44,0.44444445,-11.762466
45,0.45454547,-11.43414
46,0.46464646,-2.1144896
47,0.47474748,-5.447237
48,0.4848485,3.3110876
49,0.4949495,-2.6583486
50,0.5050505,-6.661439
51,0.5151515,0.940506
52,0.5252525,-1.5019195
53,0.53535354,-6.678653
54,0.54545456,-8.999378
55,0.5555556,1.4208174
56,0.56565654,2.7952557
57,0.57575756,-9.228154
58,0.5858586,-8.077454
59,0.5959596,-6.5268354
60,0.6060606,-1.3135939
61,0.61616164,-4.1876574
62,0.6262626,-8.457773
63,0.6363636,-3.250502
64,0.64646465,-1.1822548
65,0.65656567,-0.12769747
66,0.6666667,3.390736
67,0.6767677,-19.257898
68,0.68686867,-24.381697
69,0.6969697,-27.886896
70,0.7070707,-28.282963
71,0.7171717,-28.13387
72,0.72727275,-38.13031
73,0.7373737,-38.85011
74,0.74747473,-28.015812
75,0.75757575,-12.242937
76,0.7676768,-11.3095255
77,0.7777778,-13.451909
78,0.7878788,-8.764968
79,0.7979798,-7.3771667
80,0.8080808,-6.255611
81,0.8181818,-13.723263
82,0.82828283,-15.209125
83,0.83838385,2.0786963
84,0.8484849,2.8578575
85,0.85858583,-4.251172
86,0.86868685,-4.1173096
87,0.8787879,-8.047229
88,0.8888889,-10.350951
89,0.8989899,2.5369654
90,0.90909094,0.7048038
91,0.9191919,3.6515784
92,0.9292929,4.9375415
93,0.93939394,5.044538
94,0.94949496,0.40352774
95,0.959596,1.1915014
96,0.969697,-2.4532094
97,0.97979796,-6.9438114
98,0.989899,10.267979
99,1.0,-5.164605
