index,timestep,sample
0,0.0,-24.459099
1,0.01010101,-26.335213
2,0.02020202,-26.214344
3,0.030303031,-25.067505
4,0.04040404,-23.304348
5,0.05050505,-19.416723
6,0.060606062,-16.198393
7,0.07070707,-14.625022
8,0.08080808,-20.23555
9,0.09090909,-15.5066185
10,0.1010101,-21.659994
11,0.11111111,-22.639303
12,0.121212125,-27.06436
13,0.13131313,-30.70221
14,0.14141414,-31.589338
15,0.15151516,-26.428253
16,0.16161616,-22.720669
17,0.17171717,-19.671707
18,0.18181819,-18.704842
19,0.1919192,-13.45462
20,0.2020202,-15.734244
21,0.21212122,-17.882961
22,0.22222222,-21.142616
23,0.23232323,-23.02018
24,0.24242425,-21.044409
25,0.25252524,-11.527131
26,0.26262626,-14.0240965
27,0.27272728,-12.838385
28,0.28282827,-12.2711
29,0.2929293,-9.793294
30,0.3030303,-11.582687
31,0.3131313,-13.003277
32,0.32323232,-8.282587
33,0.33333334,-13.500641
34,0.34343433,-15.31306
35,0.35353535,-7.4173203
36,0.36363637,-11.895527
37,0.37373737,-20.554056
38,0.3838384,-25.576035
39,0.3939394,-28.06808
40,0.4040404,-32.70879
41,0.41414142,-32.92037
42,0.42424244,-31.934637
43,0.43434343,-30.066816
44,0.44444445,-31.400507
45,0.45454547,-29.933077
46,0.46464646,-26.50599
47,0.47474748,-30.24619
48,0.4848485,-32.45787
49,0.4949495,-44.927055
50,0.5050505,-54.735718
51,0.5151515,-48.566097
52,0.5252525,-30.910406
53,0.53535354,-31.219887
54,0.54545456,-22.314114
55,0.5555556,-27.796585
56,0.56565654,-30.31089
57,0.57575756,-38.194614
58,0.5858586,-41.21557
59,0.5959596,-40.91523
60,0.6060606,-54.658615
61,0.61616164,-52.690395
62,0.6262626,-62.2986
63,0.6363636,-66.408485
64,0.64646465,-49.768993
65,0.65656567,-42.48651
66,0.6666667,-37.952106
67,0.6767677,-37.95064
68,0.68686867,-38.75885
69,0.6969697,-28.569769
70,0.7070707,-21.119972
71,0.7171717,-21.2253
72,0.72727275,-22.330109
73,0.7373737,-24.617832
74,0.74747473,-13.528499
75,0.75757575,-14.8402
76,0.7676768,-28.42971
77,0.7777778,-25.09726
78,0.7878788,-32.840748
79,0.7979798,-35.135204
80,0.8080808,-34.483112
81,0.8181818,-23.114346
82,0.82828283,-28.327229
83,0.83838385,-11.923779
84,0.8484849,-16.68689
85,0.85858583,-30.324703
86,0.86868685,-32.706196
87,0.8787879,-38.242893
88,0.8888889,-32.944893
89,0.8989899,-31.429445
90,0.90909094,-40.410477
91,0.9191919,-53.22651
92,0.9292929,-70.41033
93,0.93939394,-70.9104
94,0.94949496,-67.31903
95,0.959596,-58.437508
96,0.969697,-64.99731
97,0.97979796,-76.43752
98,0.989899,-69.47262
99,1.0,-57.088062
