index,timestep,Diffusion_Coeff,Divergence,score:Offset_Tr_X,score:Offset_Tr_Y,score:Offset_Tr_Z,pos:Offset_Tr_X,pos:Offset_Tr_Y,pos:Offset_Tr_Z
0,0.0,0.3377508819103241,-347.0968933105469,-8.035933494567871,11.371210098266602,3.8483223915100098,0.0,0.0,0.0
1,0.0010000000474974513,0.33968284726142883,-144.77322387695312,-5.752633094787598,6.133536338806152,11.799168586730957,0.01680375076830387,-0.018373802304267883,-0.034850478172302246
2,0.026615384966135025,0.39312079548835754,-56.139404296875,-2.7733144760131836,1.5962896347045898,13.296908378601074,0.04689721018075943,-0.005654164124280214,-0.10561683028936386
3,0.05223076790571213,0.4549654722213745,-168.93017578125,-4.742020130157471,9.14417839050293,-5.83743143081665,0.09131766855716705,-0.056401826441287994,0.008654269389808178
4,0.07784615457057953,0.5265393853187561,-79.13330078125,2.5767500400543213,8.409400939941406,-5.139450550079346,0.01655140146613121,-0.14664478600025177,0.016271015629172325
5,0.10346154123544693,0.6093730926513672,-59.10328674316406,-6.008703708648682,4.286431789398193,-4.818387508392334,0.1057383120059967,-0.17171959578990936,0.00016821210738271475
6,0.12907692790031433,0.7052379250526428,-41.537010192871094,-5.554476737976074,2.968557357788086,-4.197873115539551,0.16129904985427856,-0.2028597891330719,-0.01363549754023552
7,0.15469230711460114,0.8161840438842773,-30.545764923095703,-5.246639728546143,1.6611086130142212,-3.3689792156219482,0.22451408207416534,-0.17329904437065125,0.0495421476662159
8,0.18030768632888794,0.9445837140083313,-39.688873291015625,-2.9428632259368896,3.321272373199463,-3.2492759227752686,0.16813088953495026,-0.20305606722831726,0.15385985374450684
9,0.20592308044433594,1.093183159828186,-14.955074310302734,-1.2849382162094116,1.8036410808563232,-4.181285381317139,0.2650747299194336,-0.23400932550430298,0.3069813549518585
10,0.23153845965862274,1.2651596069335938,-5.8557586669921875,2.8649587631225586,2.3164539337158203,-1.7802287340164185,0.1327289491891861,-0.33509349822998047,0.3079812824726105
11,0.25715383887290955,1.46419095993042,-5.254502296447754,-0.8529455065727234,1.1691257953643799,-3.2422854900360107,0.4344671964645386,-0.30655136704444885,0.3789626359939575
12,0.28276923298835754,1.6945334672927856,-4.084279537200928,-1.1771875619888306,0.5831573605537415,-2.787630081176758,0.6905794143676758,-0.4197196364402771,0.5531309843063354
13,0.30838462710380554,1.9611128568649292,-0.6477699279785156,0.8062890768051147,1.0132790803909302,-2.328317642211914,0.7134860157966614,-0.6880373358726501,0.8223269581794739
14,0.33399999141693115,2.26962947845459,-3.0693960189819336,-0.289096862077713,0.48939743638038635,-2.206435203552246,0.8979438543319702,-0.5839625597000122,0.6913084983825684
15,0.35961538553237915,2.6266815662384033,-3.866236686706543,-1.9359605312347412,0.15545296669006348,-0.016586516052484512,1.3904485702514648,-0.40703731775283813,0.49632716178894043
16,0.38523077964782715,3.0399036407470703,-2.6866226196289062,-0.2876124680042267,0.9909546375274658,-1.3082889318466187,1.3415234088897705,-0.6124299168586731,0.9751869440078735
17,0.41084614396095276,3.518132448196411,-3.7003045082092285,-0.24884849786758423,1.2447320222854614,-0.6756756901741028,1.4519813060760498,-1.0784393548965454,1.1044299602508545
18,0.43646153807640076,4.071595668792725,-1.7858200073242188,-1.0454589128494263,0.43474245071411133,0.516718864440918,2.1178224086761475,-1.0089157819747925,0.8083644509315491
19,0.46207693219184875,4.712128162384033,-1.556063175201416,-0.44439277052879333,0.7114263772964478,0.6793013215065002,1.6173272132873535,-1.553102731704712,0.5110748410224915
20,0.48769229650497437,5.453425884246826,-0.7954508066177368,0.27460408210754395,0.28972163796424866,0.8494771718978882,0.34002795815467834,-0.7833551168441772,-1.1112524271011353
21,0.5133076906204224,6.311344146728516,-0.06153935194015503,0.23384247720241547,-0.21223647892475128,0.7520681023597717,-0.1385420858860016,0.47639259696006775,-2.196803569793701
22,0.5389230847358704,7.304227828979492,-1.5927300453186035,-0.369486540555954,0.07218959927558899,-0.5927567481994629,1.0537383556365967,-0.5491681694984436,0.5309625864028931
23,0.5645384788513184,8.453309059143066,-1.0866239070892334,-0.5266395211219788,0.2657143473625183,0.11942491680383682,2.240028142929077,-0.5829905867576599,0.7435140013694763
24,0.5901538133621216,9.783157348632812,-0.0240362286567688,0.23184546828269958,0.08345681428909302,-0.45051494240760803,0.974953293800354,0.032214995473623276,2.0539627075195312
25,0.6157692074775696,11.322216987609863,0.0019659996032714844,0.26366615295410156,0.11618655174970627,-0.32685554027557373,0.08233648538589478,-0.9570186138153076,1.5809067487716675
26,0.6413846015930176,13.103397369384766,-0.16661393642425537,0.2099941521883011,0.032942771911621094,0.3034757375717163,-0.4855514466762543,-0.6410187482833862,-1.1874860525131226
27,0.6669999957084656,15.164787292480469,-0.29803556203842163,-0.29080063104629517,-0.11526880413293839,-0.05121564492583275,1.3802709579467773,1.5102336406707764,0.38086915016174316
28,0.6926153898239136,17.55047035217285,-0.2498731017112732,0.01237768679857254,-0.19102688133716583,0.1940862387418747,-0.0031122046057134867,2.462841272354126,0.1301962286233902
29,0.7182307839393616,20.311464309692383,-0.030324816703796387,-0.17010898888111115,-0.15927249193191528,-0.015240957029163837,2.7447195053100586,3.6239161491394043,1.6812617778778076
30,0.7438461780548096,23.506807327270508,-0.2868456244468689,-0.17578452825546265,0.05837273970246315,0.07604189962148666,2.1857197284698486,-0.810373842716217,0.8692616820335388
31,0.7694615125656128,27.204824447631836,-0.16506338119506836,-0.10913891345262527,-0.0183773934841156,-0.13263392448425293,3.5915138721466064,0.1904112696647644,3.16658878326416
32,0.7950769066810608,31.48461151123047,-0.009860724210739136,0.13263356685638428,0.002451320644468069,-0.06923311948776245,-2.5925323963165283,-2.4595789909362793,1.1336356401443481
33,0.8206923007965088,36.437686920166016,-0.010176002979278564,0.1174364760518074,0.0038094318006187677,-0.05419966205954552,-2.7035419940948486,-3.485542058944702,0.9330092668533325
34,0.8463076949119568,42.16996765136719,-0.013985827565193176,-0.10097324848175049,-0.047998424619436264,-0.008816408924758434,8.148804664611816,-0.4154018461704254,0.8963832259178162
35,0.8719230890274048,48.80403137207031,-0.0048364996910095215,-0.06049426645040512,-0.05548620596528053,0.0535881407558918,5.0694580078125,4.885374069213867,-1.430065393447876
36,0.8975384831428528,56.481746673583984,-0.013384148478507996,0.07043959945440292,-0.04886730760335922,-0.0023273122496902943,-5.7313642501831055,3.680943489074707,-1.4820468425750732
37,0.923153817653656,65.36727905273438,-0.005465976893901825,0.007697541732341051,-0.04789305105805397,0.05566435307264328,-5.578766345977783,7.391420364379883,-8.778345108032227
38,0.948769211769104,75.65068054199219,-0.004562407732009888,0.0017919980455189943,-0.050888411700725555,0.03592509776353836,-6.2319722175598145,16.59299087524414,-9.254167556762695
39,0.974384605884552,87.55184173583984,0.0014284253120422363,0.016022849828004837,-0.04569330811500549,0.021157778799533844,-11.701915740966797,24.995933532714844,-21.33567237854004
40,1.0,101.32525634765625,-0.00040877610445022583,0.03162183240056038,-0.029152510687708855,0.017752820625901222,-13.524177551269531,16.85764503479004,-33.27804183959961
