index,samples
0,45.209991455078125
1,39.14434814453125
2,0.18927901983261108
3,4.832376956939697
4,-28.35882568359375
5,39.08609390258789
6,2.0563840866088867
7,-32.78046798706055
8,-29.783123016357422
9,-30.387483596801758
10,-31.873435974121094
11,-1.6858677864074707
12,-0.03187306225299835
13,44.64933395385742
14,41.40459060668945
15,1.2217702865600586
16,-30.72382164001465
17,1.8409079313278198
18,-34.170040130615234
19,40.771305084228516
20,44.26791000366211
21,-30.59419822692871
22,-27.82795524597168
23,-32.042659759521484
24,-0.4112549424171448
25,-30.953052520751953
26,-31.113922119140625
27,40.8332405090332
28,34.8970832824707
29,36.163169860839844
30,0.5422281622886658
31,-35.39788818359375
32,-31.971446990966797
33,0.736670970916748
34,-4.3471903800964355
35,41.03814697265625
36,-0.2286098152399063
37,-30.1824893951416
38,41.035675048828125
39,5.164483070373535
40,0.02867759019136429
41,37.79499816894531
42,-27.760364532470703
43,1.5133724212646484
44,-25.959692001342773
45,-29.709918975830078
46,38.789180755615234
47,-26.1236629486084
48,-27.938495635986328
49,-1.0997754335403442
50,-1.8646880388259888
51,1.8987834453582764
52,-30.52130699157715
53,-1.3807798624038696
54,-1.652262568473816
55,43.19275665283203
56,41.76889419555664
57,-2.166964292526245
58,-32.174652099609375
59,-2.4392223358154297
60,5.32722806930542
61,2.6570639610290527
62,-34.691307067871094
63,-29.703914642333984
64,0.6046440005302429
65,-28.980045318603516
66,42.49934768676758
67,-2.0146522521972656
68,37.9799690246582
69,-32.76615524291992
70,-32.45516586303711
71,40.47359085083008
72,-26.90627098083496
73,-26.997377395629883
74,-33.46615982055664
75,0.10637141764163971
76,-0.2940225601196289
77,38.042999267578125
78,38.77366638183594
79,-0.3112708330154419
80,-30.505353927612305
81,41.97273254394531
82,0.45850300788879395
83,39.868896484375
84,38.5512809753418
85,36.15741729736328
86,1.0888968706130981
87,38.34108352661133
88,-29.014238357543945
89,38.42386245727539
90,38.572025299072266
91,-30.983551025390625
92,40.10245132446289
93,-28.916223526000977
94,-34.30928421020508
95,-4.245738506317139
96,-29.02322769165039
97,-34.96358871459961
98,-28.049583435058594
99,-27.211828231811523
100,1.931362509727478
101,36.06816482543945
102,-4.934779167175293
103,-29.060680389404297
104,40.363033294677734
105,0.5147734880447388
106,-1.4551703929901123
107,38.27459716796875
108,1.8485838174819946
109,-31.693035125732422
110,37.96460723876953
111,34.42980194091797
112,-31.573122024536133
113,-0.9267656207084656
114,36.36781311035156
115,37.8656005859375
116,-24.726682662963867
117,-35.80008316040039
118,-27.92805290222168
119,-0.7409635782241821
120,-32.23015594482422
121,-3.9844372272491455
122,0.05694787949323654
123,44.61081314086914
124,40.943931579589844
125,42.90850830078125
126,39.92857360839844
127,-29.16250228881836
128,-29.01766586303711
129,40.920021057128906
130,38.885372161865234
131,2.594684600830078
132,-27.91375160217285
133,3.5105865001678467
134,43.163516998291016
135,-2.0469818115234375
136,40.579261779785156
137,-1.150355339050293
138,47.74840545654297
139,40.090999603271484
140,-30.35532569885254
141,2.0566799640655518
142,-29.514284133911133
143,-29.287199020385742
144,-0.8233383893966675
145,-28.101837158203125
146,-29.767414093017578
147,-28.43730926513672
148,38.006534576416016
149,2.6238739490509033
150,-30.936628341674805
151,-33.06816482543945
152,1.932436466217041
153,0.4830350875854492
154,-0.7659592628479004
155,-1.8315184116363525
156,37.72970199584961
157,37.315582275390625
158,43.93190383911133
159,-30.12753677368164
160,-4.615786552429199
161,-32.482688903808594
162,-29.245534896850586
163,38.29976272583008
164,-31.056968688964844
165,-33.385826110839844
166,-24.355684280395508
167,38.25122833251953
168,-27.560182571411133
169,40.91146469116211
170,-1.0052058696746826
171,-30.571327209472656
172,39.831546783447266
173,-33.20645523071289
174,40.043331146240234
175,-27.155059814453125
176,-33.385276794433594
177,41.733009338378906
178,0.9107590317726135
179,3.178605794906616
180,-26.931808471679688
181,40.44194412231445
182,46.405174255371094
183,41.70391082763672
184,-32.87623596191406
185,5.605862617492676
186,-28.09218978881836
187,-29.21103286743164
188,36.22258377075195
189,32.55918502807617
190,-0.556074857711792
191,35.40618133544922
192,-27.7878475189209
193,36.409629821777344
194,-34.654014587402344
195,37.93486785888672
196,41.00868225097656
197,-0.6743797063827515
198,-2.7995474338531494
199,-20.96407699584961
200,-25.146387100219727
201,-28.13479995727539
202,42.91176986694336
203,34.23015594482422
204,35.437286376953125
205,0.3681905269622803
206,-2.239799976348877
207,-27.876089096069336
208,-31.787872314453125
209,39.74410629272461
210,1.9364686012268066
211,-35.06525421142578
212,-33.63684844970703
213,-28.226938247680664
214,-29.23676872253418
215,-30.700984954833984
216,-1.5041495561599731
217,-27.792652130126953
218,-32.482051849365234
219,40.69188690185547
220,34.212135314941406
221,43.54438400268555
222,42.224754333496094
223,-28.471206665039062
224,45.014442443847656
225,-31.31102752685547
226,42.063804626464844
227,2.013671636581421
228,39.6176643371582
229,-27.60196304321289
230,38.88709259033203
231,40.278961181640625
232,-28.08279800415039
233,2.0739846229553223
234,-0.4480578601360321
235,-1.157497763633728
236,-3.359825372695923
237,37.319122314453125
238,-32.06490707397461
239,41.852840423583984
240,-32.222900390625
241,-4.791635036468506
242,-33.32644271850586
243,-26.902109146118164
244,-31.214494705200195
245,-29.506160736083984
246,40.26914596557617
247,39.03205871582031
248,34.7815055847168
249,-0.5865076184272766
250,38.9178466796875
251,38.26118087768555
