index,timestep,sample
0,0.0,-17.55339
1,0.01010101,-17.55339
2,0.02020202,-17.55339
3,0.030303031,-17.55339
4,0.04040404,-17.55339
5,0.05050505,-17.55339
6,0.060606062,-17.55339
7,0.07070707,-17.55339
8,0.08080808,-17.55339
9,0.09090909,-17.55339
10,0.1010101,-17.55339
11,0.11111111,-17.55339
12,0.121212125,-17.55339
13,0.13131313,-17.55339
14,0.14141414,-17.55339
15,0.15151516,-17.55339
16,0.16161616,-17.55339
17,0.17171717,-17.55339
18,0.18181819,-17.55339
19,0.1919192,-17.55339
20,0.2020202,-17.55339
21,0.21212122,-17.55339
22,0.22222222,-17.55339
23,0.23232323,-17.55339
24,0.24242425,-17.55339
25,0.25252524,-17.55339
26,0.26262626,-17.55339
27,0.27272728,-17.55339
28,0.28282827,-17.55339
29,0.2929293,-17.55339
30,0.3030303,-17.55339
31,0.3131313,-17.55339
32,0.32323232,-17.55339
33,0.33333334,-17.55339
34,0.34343433,-17.55339
35,0.35353535,-17.55339
36,0.36363637,-17.55339
37,0.37373737,-17.55339
38,0.3838384,-17.55339
39,0.3939394,-17.55339
40,0.4040404,-17.55339
41,0.41414142,-17.55339
42,0.42424244,-17.55339
43,0.43434343,-17.55339
44,0.44444445,-17.55339
45,0.45454547,-17.55339
46,0.46464646,-17.55339
47,0.47474748,-17.55339
48,0.4848485,-17.55339
49,0.4949495,-17.55339
50,0.5050505,-17.55339
51,0.5151515,-17.55339
52,0.5252525,-17.55339
53,0.53535354,-17.55339
54,0.54545456,-17.55339
55,0.5555556,-17.55339
56,0.56565654,-17.55339
57,0.57575756,-17.55339
58,0.5858586,-17.55339
59,0.5959596,-17.55339
60,0.6060606,-17.55339
61,0.61616164,-17.55339
62,0.6262626,-17.55339
63,0.6363636,-17.55339
64,0.64646465,-17.55339
65,0.65656567,-17.55339
66,0.6666667,-17.55339
67,0.6767677,-17.55339
68,0.68686867,-17.55339
69,0.6969697,-17.55339
70,0.7070707,-17.55339
71,0.7171717,-17.55339
72,0.72727275,-17.55339
73,0.7373737,-17.55339
74,0.74747473,-17.55339
75,0.75757575,-17.55339
76,0.7676768,-17.55339
77,0.7777778,-17.55339
78,0.7878788,-17.55339
79,0.7979798,-17.55339
80,0.8080808,-17.55339
81,0.8181818,-17.55339
82,0.82828283,-17.55339
83,0.83838385,-17.55339
84,0.8484849,-17.55339
85,0.85858583,-17.55339
86,0.86868685,-17.55339
87,0.8787879,-17.55339
88,0.8888889,-17.55339
89,0.8989899,-17.55339
90,0.90909094,-17.55339
91,0.9191919,-17.55339
92,0.9292929,-17.55339
93,0.93939394,-17.55339
94,0.94949496,-17.55339
95,0.959596,-17.55339
96,0.969697,-17.55339
97,0.97979796,-17.55339
98,0.989899,-17.55339
99,1.0,-17.55339
