index,timestep,sample
0,0.0,28.11503
1,0.01010101,28.11503
2,0.02020202,28.11503
3,0.030303031,28.11503
4,0.04040404,28.11503
5,0.05050505,28.11503
6,0.060606062,28.11503
7,0.07070707,28.11503
8,0.08080808,28.11503
9,0.09090909,28.11503
10,0.1010101,28.11503
11,0.11111111,28.11503
12,0.121212125,28.11503
13,0.13131313,28.11503
14,0.14141414,28.11503
15,0.15151516,28.11503
16,0.16161616,28.11503
17,0.17171717,28.11503
18,0.18181819,28.11503
19,0.1919192,28.11503
20,0.2020202,28.11503
21,0.21212122,28.11503
22,0.22222222,28.11503
23,0.23232323,28.11503
24,0.24242425,28.11503
25,0.25252524,28.11503
26,0.26262626,28.11503
27,0.27272728,28.11503
28,0.28282827,28.11503
29,0.2929293,28.11503
30,0.3030303,28.11503
31,0.3131313,28.11503
32,0.32323232,28.11503
33,0.33333334,28.11503
34,0.34343433,28.11503
35,0.35353535,28.11503
36,0.36363637,28.11503
37,0.37373737,28.11503
38,0.3838384,28.11503
39,0.3939394,28.11503
40,0.4040404,28.11503
41,0.41414142,28.11503
42,0.42424244,28.11503
43,0.43434343,28.11503
44,0.44444445,28.11503
45,0.45454547,28.11503
46,0.46464646,28.11503
47,0.47474748,28.11503
48,0.4848485,28.11503
49,0.4949495,28.11503
50,0.5050505,28.11503
51,0.5151515,28.11503
52,0.5252525,28.11503
53,0.53535354,28.11503
54,0.54545456,28.11503
55,0.5555556,28.11503
56,0.56565654,28.11503
57,0.57575756,28.11503
58,0.5858586,28.11503
59,0.5959596,28.11503
60,0.6060606,28.11503
61,0.61616164,28.11503
62,0.6262626,28.11503
63,0.6363636,28.11503
64,0.64646465,28.11503
65,0.65656567,28.11503
66,0.6666667,28.11503
67,0.6767677,28.11503
68,0.68686867,28.11503
69,0.6969697,28.11503
70,0.7070707,28.11503
71,0.7171717,28.11503
72,0.72727275,28.11503
73,0.7373737,28.11503
74,0.74747473,28.11503
75,0.75757575,28.11503
76,0.7676768,28.11503
77,0.7777778,28.11503
78,0.7878788,28.11503
79,0.7979798,28.11503
80,0.8080808,28.11503
81,0.8181818,28.11503
82,0.82828283,28.11503
83,0.83838385,28.11503
84,0.8484849,28.11503
85,0.85858583,28.11503
86,0.86868685,28.11503
87,0.8787879,28.11503
88,0.8888889,28.11503
89,0.8989899,28.11503
90,0.90909094,28.11503
91,0.9191919,28.11503
92,0.9292929,28.11503
93,0.93939394,28.11503
94,0.94949496,28.11503
95,0.959596,28.11503
96,0.969697,28.11503
97,0.97979796,28.11503
98,0.989899,28.11503
99,1.0,28.11503
