index,timestep,sample
0,0.0,-3.0606565
1,0.01010101,-3.6376545
2,0.02020202,-4.271832
3,0.030303031,-4.7457037
4,0.04040404,-5.1130943
5,0.05050505,-5.373156
6,0.060606062,-5.528117
7,0.07070707,-5.621604
8,0.08080808,-5.651271
9,0.09090909,-5.655911
10,0.1010101,-5.6288476
11,0.11111111,-5.572164
12,0.121212125,-5.512055
13,0.13131313,-5.435923
14,0.14141414,-5.355252
15,0.15151516,-5.2763124
16,0.16161616,-5.190011
17,0.17171717,-5.1073346
18,0.18181819,-5.01975
19,0.1919192,-4.9380026
20,0.2020202,-4.8565373
21,0.21212122,-4.7720804
22,0.22222222,-4.6922565
23,0.23232323,-4.6155405
24,0.24242425,-4.5409627
25,0.25252524,-4.4691424
26,0.26262626,-4.4004645
27,0.27272728,-4.335411
28,0.28282827,-4.2770534
29,0.2929293,-4.2186546
30,0.3030303,-4.1646495
31,0.3131313,-4.115616
32,0.32323232,-4.0631375
33,0.33333334,-4.008396
34,0.34343433,-3.9606247
35,0.35353535,-3.9148233
36,0.36363637,-3.8702075
37,0.37373737,-3.8285618
38,0.3838384,-3.7894893
39,0.3939394,-3.7484488
40,0.4040404,-3.7106543
41,0.41414142,-3.6751704
42,0.42424244,-3.6429489
43,0.43434343,-3.6154423
44,0.44444445,-3.5878334
45,0.45454547,-3.5656252
46,0.46464646,-3.550146
47,0.47474748,-3.5277474
48,0.4848485,-3.504722
49,0.4949495,-3.4898262
50,0.5050505,-3.4702978
51,0.5151515,-3.4530408
52,0.5252525,-3.4395025
53,0.53535354,-3.423964
54,0.54545456,-3.410533
55,0.5555556,-3.3996475
56,0.56565654,-3.3900855
57,0.57575756,-3.3821766
58,0.5858586,-3.3756099
59,0.5959596,-3.370192
60,0.6060606,-3.3635368
61,0.61616164,-3.3567462
62,0.6262626,-3.3501365
63,0.6363636,-3.346136
64,0.64646465,-3.3399084
65,0.65656567,-3.335468
66,0.6666667,-3.3352933
67,0.6767677,-3.3338468
68,0.68686867,-3.332535
69,0.6969697,-3.3339446
70,0.7070707,-3.3343182
71,0.7171717,-3.3376126
72,0.72727275,-3.3388562
73,0.7373737,-3.3426518
74,0.74747473,-3.3470876
75,0.75757575,-3.3496768
76,0.7676768,-3.3552406
77,0.7777778,-3.3646197
78,0.7878788,-3.3765712
79,0.7979798,-3.3830872
80,0.8080808,-3.3888507
81,0.8181818,-3.3991044
82,0.82828283,-3.4106274
83,0.83838385,-3.422699
84,0.8484849,-3.43729
85,0.85858583,-3.4504282
86,0.86868685,-3.4626048
87,0.8787879,-3.4739594
88,0.8888889,-3.489502
89,0.8989899,-3.5019882
90,0.90909094,-3.5158834
91,0.9191919,-3.532632
92,0.9292929,-3.545637
93,0.93939394,-3.5617127
94,0.94949496,-3.576348
95,0.959596,-3.5902946
96,0.969697,-3.6039429
97,0.97979796,-3.6171668
98,0.989899,-3.6327505
99,1.0,-3.6480093
