index,timestep,sample
0,0.0,-26.237873
1,0.01010101,-25.788658
2,0.02020202,-25.336552
3,0.030303031,-24.96963
4,0.04040404,-24.667477
5,0.05050505,-24.43771
6,0.060606062,-24.27726
7,0.07070707,-24.184702
8,0.08080808,-24.130144
9,0.09090909,-24.089285
10,0.1010101,-24.086405
11,0.11111111,-24.093357
12,0.121212125,-24.11755
13,0.13131313,-24.152988
14,0.14141414,-24.200485
15,0.15151516,-24.262548
16,0.16161616,-24.328722
17,0.17171717,-24.405605
18,0.18181819,-24.48602
19,0.1919192,-24.575764
20,0.2020202,-24.670002
21,0.21212122,-24.764666
22,0.22222222,-24.873457
23,0.23232323,-24.983923
24,0.24242425,-25.101969
25,0.25252524,-25.223837
26,0.26262626,-25.346777
27,0.27272728,-25.47642
28,0.28282827,-25.613646
29,0.2929293,-25.747488
30,0.3030303,-25.887604
31,0.3131313,-26.036499
32,0.32323232,-26.183857
33,0.33333334,-26.332169
34,0.34343433,-26.484661
35,0.35353535,-26.63887
36,0.36363637,-26.797203
37,0.37373737,-26.95668
38,0.3838384,-27.126188
39,0.3939394,-27.298609
40,0.4040404,-27.46779
41,0.41414142,-27.641521
42,0.42424244,-27.819336
43,0.43434343,-28.006628
44,0.44444445,-28.190046
45,0.45454547,-28.375053
46,0.46464646,-28.567966
47,0.47474748,-28.762894
48,0.4848485,-28.958017
49,0.4949495,-29.158928
50,0.5050505,-29.360954
51,0.5151515,-29.567345
52,0.5252525,-29.775785
53,0.53535354,-29.98232
54,0.54545456,-30.193472
55,0.5555556,-30.414532
56,0.56565654,-30.633663
57,0.57575756,-30.860008
58,0.5858586,-31.084433
59,0.5959596,-31.312035
60,0.6060606,-31.54156
61,0.61616164,-31.774942
62,0.6262626,-32.014946
63,0.6363636,-32.259907
64,0.64646465,-32.507385
65,0.65656567,-32.754734
66,0.6666667,-33.006756
67,0.6767677,-33.263336
68,0.68686867,-33.518898
69,0.6969697,-33.782417
70,0.7070707,-34.044895
71,0.7171717,-34.309414
72,0.72727275,-34.579067
73,0.7373737,-34.846226
74,0.74747473,-35.12095
75,0.75757575,-35.398087
76,0.7676768,-35.67556
77,0.7777778,-35.95881
78,0.7878788,-36.251225
79,0.7979798,-36.54638
80,0.8080808,-36.83834
81,0.8181818,-37.132324
82,0.82828283,-37.433968
83,0.83838385,-37.740177
84,0.8484849,-38.046272
85,0.85858583,-38.35777
86,0.86868685,-38.676357
87,0.8787879,-38.991608
88,0.8888889,-39.308853
89,0.8989899,-39.626717
90,0.90909094,-39.948208
91,0.9191919,-40.275066
92,0.9292929,-40.604355
93,0.93939394,-40.93795
94,0.94949496,-41.275604
95,0.959596,-41.616123
96,0.969697,-41.95412
97,0.97979796,-42.30305
98,0.989899,-42.65648
99,1.0,-43.008087
