index,samples
0,-28.577943801879883
1,0.5268371105194092
2,41.1883430480957
3,-16.37757682800293
4,-40.07617950439453
5,42.95112228393555
6,1.833770513534546
7,-11.995274543762207
8,-30.302764892578125
9,43.72084045410156
10,34.70669937133789
11,-25.624082565307617
12,-25.96657943725586
13,41.45869064331055
14,-30.268638610839844
15,4.463173866271973
16,30.30506706237793
17,-29.491369247436523
18,0.39078664779663086
19,36.989166259765625
20,-46.41007995605469
21,-21.763269424438477
22,7.095170974731445
23,-27.449419021606445
24,-4.4806036949157715
25,-18.641613006591797
26,-0.7186242341995239
27,-0.8375734090805054
28,-34.39604949951172
29,59.33004379272461
30,-11.488275527954102
31,-23.521259307861328
32,8.957962036132812
33,-18.098812103271484
34,-23.140790939331055
35,58.29196548461914
36,28.07979393005371
37,-5.18039608001709
38,43.57170104980469
39,0.6303130388259888
40,3.1728782653808594
41,2.1385679244995117
42,54.671592712402344
43,21.159587860107422
44,-30.92869758605957
45,5.280080318450928
46,-41.55282974243164
47,-29.66466522216797
48,36.121826171875
49,-30.112226486206055
50,63.01496505737305
51,-0.8295722007751465
52,-45.028594970703125
53,-33.00251770019531
54,-2.7776899337768555
55,-39.344451904296875
56,29.686952590942383
57,0.14445137977600098
58,31.318742752075195
59,-3.523416757583618
60,-23.064189910888672
61,-23.83021354675293
62,-24.25300407409668
63,-19.795930862426758
64,-31.380544662475586
65,36.44760513305664
66,-32.78956985473633
67,-38.26150894165039
68,33.95320510864258
69,4.078253746032715
70,-38.52660369873047
71,-2.123638868331909
72,-30.597837448120117
73,-1.6542472839355469
74,-2.4824585914611816
75,7.402787208557129
76,-37.623104095458984
77,1.4864646196365356
78,29.867300033569336
79,43.11491012573242
80,-31.49650001525879
81,-26.74989891052246
82,0.9921905994415283
83,-26.818931579589844
84,2.8450026512145996
85,-36.883216857910156
86,-31.629854202270508
87,-32.29282760620117
88,-39.27861404418945
89,-0.08179652690887451
90,-11.594557762145996
91,8.267189025878906
92,-22.678422927856445
93,-19.17379379272461
94,36.49974822998047
95,2.890258550643921
96,-37.19460678100586
97,-1.6437809467315674
98,56.47502517700195
99,-25.141202926635742
100,53.079166412353516
101,30.425357818603516
102,3.114703416824341
103,7.407341957092285
104,39.86714553833008
105,-32.596187591552734
106,-21.283870697021484
107,13.641253471374512
108,-2.4465317726135254
109,-23.688159942626953
110,-6.837553977966309
111,-42.13643264770508
112,-11.131088256835938
113,8.517805099487305
114,32.34370803833008
115,-14.320245742797852
116,-0.5522151589393616
117,0.6197697520256042
118,23.24996566772461
119,-30.564363479614258
120,-5.245833396911621
121,-25.516273498535156
122,-35.59316635131836
123,-22.58672332763672
124,-28.049484252929688
125,-20.401187896728516
126,45.182613372802734
127,33.132362365722656
128,-10.928958892822266
129,-26.839357376098633
130,-22.45473289489746
131,-28.162609100341797
132,23.03790855407715
133,-27.89262580871582
134,42.588382720947266
135,2.4830732345581055
136,19.719629287719727
137,2.0990428924560547
138,-36.35942840576172
139,-2.9570493698120117
140,-46.229305267333984
141,45.825538635253906
142,-37.64546585083008
143,-25.661239624023438
144,-29.966062545776367
145,-0.6435360908508301
146,38.13954162597656
147,25.515188217163086
148,7.919183731079102
149,39.07585525512695
150,27.546669006347656
151,60.94856643676758
152,10.34839153289795
153,67.53915405273438
154,4.012189865112305
155,0.4150124788284302
156,34.75176239013672
157,40.70184326171875
158,-35.40675354003906
159,-2.4523587226867676
160,-1.3420964479446411
161,12.14808177947998
162,-16.285478591918945
163,19.33433723449707
164,-37.072593688964844
165,34.68292999267578
166,-31.7567138671875
167,-36.25782012939453
168,-5.9004902839660645
169,-36.242950439453125
170,42.26586151123047
171,22.133682250976562
172,-40.62569046020508
173,-30.494251251220703
174,1.6165082454681396
175,51.12845993041992
176,1.575056552886963
177,39.16455078125
178,-39.21010971069336
179,47.165016174316406
180,46.08894729614258
181,33.049720764160156
182,-23.107006072998047
183,-23.682050704956055
184,27.191171646118164
185,2.3829779624938965
186,40.0716667175293
187,33.958003997802734
188,-45.077030181884766
189,-27.664731979370117
190,50.01023483276367
191,36.415279388427734
192,-38.39588928222656
193,-17.611055374145508
194,52.14413833618164
195,21.20391082763672
196,-49.96049880981445
197,-38.049076080322266
198,-43.10457229614258
199,-1.1846405267715454
200,50.09290313720703
201,-3.607024669647217
202,29.605295181274414
203,2.074631452560425
204,-32.17429733276367
205,-10.021586418151855
206,-20.716360092163086
207,-3.2162234783172607
208,0.1849360466003418
209,-31.281503677368164
210,-25.268184661865234
211,42.77217102050781
212,39.44717025756836
213,-26.587461471557617
214,34.501243591308594
215,-1.4976171255111694
216,-47.129852294921875
217,-29.917879104614258
218,-32.88549041748047
219,0.6125948429107666
220,-27.739299774169922
221,-11.617413520812988
222,-2.9415929317474365
223,-33.46635818481445
224,2.692065954208374
225,-21.495845794677734
226,-39.184146881103516
227,-7.0891265869140625
228,-38.675045013427734
229,47.291725158691406
230,-5.179697036743164
231,42.80697250366211
232,-20.140026092529297
233,-39.21013259887695
234,-40.32162094116211
235,1.9557349681854248
236,41.237632751464844
237,-3.565885066986084
238,-3.241084098815918
239,22.804880142211914
240,-33.952938079833984
241,43.4046745300293
242,-1.3614699840545654
243,-33.214149475097656
244,49.12035369873047
245,52.44184875488281
246,40.38090515136719
247,-8.963632583618164
248,44.956809997558594
249,-6.89103889465332
250,32.161705017089844
251,50.58140182495117
252,-34.56756591796875
253,4.452766418457031
254,7.3417887687683105
255,35.48325729370117
256,17.02444076538086
257,2.0587072372436523
258,19.397903442382812
259,-21.37171173095703
260,34.256324768066406
261,-9.82457447052002
262,63.26615524291992
263,7.2963666915893555
264,-27.10515594482422
265,-36.980323791503906
266,4.700446128845215
267,-4.254872798919678
268,37.010684967041016
269,9.793333053588867
270,-0.19677484035491943
271,34.52178955078125
272,41.322471618652344
273,-48.88927459716797
274,-35.74995040893555
275,-33.6869010925293
276,3.056800365447998
277,-3.249288558959961
278,-37.28193664550781
279,-9.029969215393066
280,10.736573219299316
281,-38.15008544921875
282,1.6510993242263794
283,48.318485260009766
284,42.89723205566406
285,-28.07576560974121
286,-38.821475982666016
287,-11.618416786193848
288,-40.3537712097168
289,39.97433090209961
290,-20.664230346679688
291,-38.22328567504883
292,42.517215728759766
293,49.58127212524414
294,-10.766992568969727
295,-3.7530345916748047
296,38.60297393798828
297,63.535762786865234
298,29.479400634765625
299,-15.312418937683105
300,4.53024959564209
301,-36.93948745727539
302,41.190006256103516
303,-32.27204513549805
304,33.5114631652832
305,-26.742868423461914
306,26.516746520996094
307,2.851102590560913
308,-39.61135482788086
309,35.32232666015625
310,-5.493244171142578
311,-27.958589553833008
312,4.126772880554199
313,4.786199569702148
314,0.1548151969909668
315,-9.950235366821289
316,-34.831817626953125
317,34.1077766418457
318,-22.82783317565918
319,45.34524154663086
320,5.229402542114258
321,-28.962942123413086
322,-20.502422332763672
323,2.1267147064208984
324,-8.998956680297852
325,4.6145710945129395
326,-16.27523422241211
327,-54.93442916870117
328,-38.3669548034668
329,-52.74058532714844
330,-18.827489852905273
331,4.8217267990112305
332,-12.84555435180664
333,5.087993144989014
334,-6.174185276031494
335,7.058328628540039
336,-2.3665356636047363
337,-1.8957351446151733
338,55.13729476928711
339,-44.69194412231445
340,-26.281747817993164
341,-34.45234680175781
342,-31.687519073486328
