id,prior_position,prior_time,prior:smax_gaussian,prior:receptor_smax_gaussian,integrand:TotalIntegrand,integrand:FlowIntegrand
1AVX,"[30.8432559967041, 9.13785457611084, -4.459761619567871]",1.0,-13.546350479125977,-13.168087005615234,6.237323,6.2373223
1H1V,"[28.501834869384766, -15.493562698364258, -26.141590118408203]",1.0,-13.924735069274902,-14.515474319458008,0.9936486,0.9936486
1HCF,"[-19.284709930419922, -16.399858474731445, 24.09699821472168]",1.0,-13.639030456542969,-15.083919525146484,-1.2137939,-1.2137938
1IRA,"[-27.613258361816406, -13.526768684387207, 25.60488510131836]",1.0,-13.849894523620605,-13.706737518310547,4.2012835,4.2012835
1JIW,"[-8.342259407043457, 39.93021774291992, 4.925868034362793]",1.0,-13.898341178894043,-15.35399055480957,3.1554306,3.15543
1JPS,"[-12.815033912658691, 18.255456924438477, 4.520237922668457]",1.0,-13.248141288757324,-15.459831237792969,0.95793515,0.9579354
1MLC,"[20.914817810058594, 18.905683517456055, 0.5375319719314575]",1.0,-13.402154922485352,-16.349990844726562,0.48573428,0.48573422
1N2C,"[-7.273956298828125, 38.581207275390625, 13.285839080810547]",1.0,-13.914815902709961,-13.337516784667969,7.655368,7.655368
1NW9,"[33.34575271606445, -5.7636799812316895, 24.248821258544922]",1.0,-13.923276901245117,-13.81517505645752,4.797214,4.797214
1QA9,"[5.244572162628174, -10.972769737243652, 39.37114334106445]",1.0,-13.903738021850586,-15.273934364318848,0.90135926,0.90135914
1VFB,"[-32.75788879394531, -4.175118446350098, -11.757654190063477]",1.0,-13.643049240112305,-15.212060928344727,1.0739216,1.0739212
1ZHI,"[-19.161922454833984, -7.907294750213623, 23.31679916381836]",1.0,-13.501173973083496,-14.34257984161377,-9.933352,-9.933352
2A1A,"[-12.42201042175293, -36.07838439941406, -3.749136447906494]",1.0,-13.777081489562988,-14.307965278625488,-3.7346377,-3.7346377
2A9K,"[-4.819439888000488, 33.533206939697266, 18.94048500061035]",1.0,-13.797322273254395,-13.977484703063965,3.1990108,3.1990108
2AYO,"[8.019662857055664, -12.76101303100586, -30.195228576660156]",1.0,-13.593135833740234,-13.13546085357666,1.806023,1.806023
2SIC,"[10.305390357971191, -34.9574089050293, -17.59222984313965]",1.0,-13.870245933532715,-13.49734115600586,1.5341336,1.5341334
2SNI,"[-28.0299129486084, 11.69632625579834, -28.163246154785156]",1.0,-13.913546562194824,-13.949350357055664,4.392826,4.3928256
2VDB,"[22.587221145629883, -29.31734275817871, -8.017742156982422]",1.0,-13.757060050964355,-15.612815856933594,-1.3953059,-1.395306
3SZK,"[-20.351791381835938, 33.33467102050781, 5.05277681350708]",1.0,-13.822033882141113,-15.808603286743164,7.758419,7.758419
4POU,"[29.604534149169922, -3.6202144622802734, -25.626941680908203]",1.0,-13.819449424743652,-13.006073951721191,4.7381625,4.7381625
5C7X,"[32.51541519165039, -11.350976943969727, 5.029757499694824]",1.0,-13.633405685424805,-16.196922302246094,2.2119572,2.2119572
5HGG,"[3.0803704261779785, -36.94263458251953, -5.01082706451416]",1.0,-13.737828254699707,-13.194910049438477,5.0250173,5.0250173
5JMO,"[-20.585636138916016, 23.85080337524414, -12.080734252929688]",1.0,-13.592948913574219,-15.930134773254395,1.8349588,1.8349586
6B0S,"[-16.7354679107666, 33.08299255371094, -13.521438598632812]",1.0,-13.825624465942383,-16.70441246032715,0.09178929,0.09178951
7CEI,"[-19.5416259765625, 12.470030784606934, -31.06180191040039]",1.0,-13.794970512390137,-13.478575706481934,3.703837,3.703837
