id,prior_position,prior_time,prior:smax_gaussian,prior:receptor_smax_gaussian,integrand:TotalIntegrand,integrand:FlowIntegrand
1AVX_r0,"[18.744976043701172, -19.237581253051758, -39.30867385864258]",1.0,-14.219647407531738,-15.052005767822266,-4.9626904,1.6227088
1AVX_r1,"[-71.84562683105469, 7.135199546813965, -38.01787567138672]",1.0,-16.659332275390625,-19.807415008544922,-11.772199,1.7866564
1AVX_r2,"[-8.164641380310059, 1.0316681861877441, -3.539600372314453]",1.0,-13.00499439239502,-13.82945442199707,-2.0269547,7.935174
1AVX_r3,"[3.801593780517578, 16.780946731567383, 1.576174259185791]",1.0,-13.126261711120605,-13.352200508117676,-3.833991,1.8183668
1AVX_r4,"[-5.470837593078613, -1.0333914756774902, 17.820953369140625]",1.0,-13.15406608581543,-13.584484100341797,11.166625,23.086313
1AVX_r5,"[-25.974178314208984, -59.34712600708008, 10.55105972290039]",1.0,-15.353776931762695,-17.126245498657227,-11.2198305,3.5758967
1AVX_r6,"[28.773555755615234, -70.20121765136719, -21.698562622070312]",1.0,-16.419828414916992,-17.23626708984375,-6.7125225,3.1826553
1AVX_r7,"[29.786651611328125, -6.53699254989624, 49.50315475463867]",1.0,-14.838485717773438,-13.805930137634277,-0.68876183,3.3234575
1AVX_r8,"[58.42847442626953, 23.675594329833984, -2.2036404609680176]",1.0,-15.171117782592773,-13.800637245178223,2.9675055,12.234595
1AVX_r9,"[-18.321067810058594, 51.969444274902344, 11.387811660766602]",1.0,-14.719389915466309,-15.048154830932617,-8.630967,-0.25132626
1AVX_r10,"[39.02362060546875, 14.439680099487305, -18.600067138671875]",1.0,-14.114469528198242,-13.665879249572754,-0.6589289,7.559969
1AVX_r11,"[-6.8558173179626465, -15.306005477905273, -40.919525146484375]",1.0,-14.04689884185791,-15.603225708007812,-7.2015243,0.6920668
1AVX_r12,"[-1.53663969039917, 16.937362670898438, -43.21601486206055]",1.0,-14.158663749694824,-15.247231483459473,-5.5278606,4.1835923
1AVX_r13,"[-1.9218173027038574, 5.537679672241211, 30.945816040039062]",1.0,-13.511520385742188,-13.559854507446289,-7.1883445,1.7531073
1AVX_r14,"[-10.734556198120117, 8.646549224853516, 23.793296813964844]",1.0,-13.380472183227539,-13.763511657714844,-1.4780835,5.0858836
1H1V_r0,"[28.274120330810547, -38.461551666259766, -50.35254669189453]",1.0,-15.634905815124512,-16.94368553161621,-3.2308156,5.166531
1H1V_r1,"[-28.378870010375977, 12.995784759521484, -8.761831283569336]",1.0,-13.54430866241455,-15.47953987121582,-0.6624818,3.4675817
1H1V_r2,"[-16.247867584228516, 57.75149917602539, 21.78592300415039]",1.0,-15.223661422729492,-15.800200462341309,-0.98057365,4.3071647
1H1V_r3,"[60.55714416503906, 6.892604827880859, -4.634539604187012]",1.0,-15.036049842834473,-13.91872787475586,4.378373,7.077423
1H1V_r4,"[90.59249877929688, 6.171555519104004, -46.904361724853516]",1.0,-18.76324462890625,-17.74049186706543,9.551856,1.7274389
1H1V_r5,"[-28.91480255126953, -0.8456668853759766, -57.546077728271484]",1.0,-15.265037536621094,-18.531494140625,1.1539378,4.121906
1H1V_r6,"[-47.017635345458984, -30.80775260925293, -32.43475341796875]",1.0,-15.300291061401367,-18.629947662353516,3.4682202,6.195175
1H1V_r7,"[-9.045452117919922, 32.896881103515625, 21.992691040039062]",1.0,-13.875799179077148,-14.297176361083984,-1.5464272,5.0767236
1H1V_r8,"[23.68824005126953, 11.68966007232666, 33.45526123046875]",1.0,-13.96987247467041,-13.079390525817871,-1.2144204,7.4378977
1H1V_r9,"[-8.698539733886719, -33.332916259765625, -6.91286563873291]",1.0,-13.646261215209961,-15.045639991760254,-0.94379896,4.2130914
1H1V_r10,"[-26.353851318359375, -7.737104415893555, -19.223953247070312]",1.0,-13.584823608398438,-15.798850059509277,-0.7328442,2.2754173
1H1V_r11,"[-6.952980995178223, -39.053192138671875, -19.97077751159668]",1.0,-14.056145668029785,-15.756152153015137,-6.047077,2.8668714
1H1V_r12,"[29.09913444519043, 28.289148330688477, 25.15411376953125]",1.0,-14.226943969726562,-13.310317039489746,3.1737108,9.189901
1H1V_r13,"[-37.44292068481445, 46.48750305175781, 36.35039520263672]",1.0,-15.673970222473145,-16.621816635131836,-4.5890503,2.7419372
1H1V_r14,"[-30.09996223449707, 2.159420967102051, 38.712093353271484]",1.0,-14.298906326293945,-15.102057456970215,-9.157316,2.029801
1HCF_r0,"[16.122722625732422, 27.915847778320312, 22.518404006958008]",1.0,-13.819472312927246,-13.779366493225098,-5.184672,1.7979004
1HCF_r1,"[3.2757959365844727, 1.5092182159423828, -27.25796890258789]",1.0,-13.380411148071289,-13.295543670654297,-5.9272933,3.1329875
1HCF_r2,"[18.919174194335938, 14.730780601501465, 62.40775680541992]",1.0,-15.443552017211914,-16.15789794921875,-2.074599,2.6697016
1HCF_r3,"[11.229125022888184, -29.80539321899414, 31.132568359375]",1.0,-14.062458992004395,-15.198726654052734,-2.9073296,5.849157
1HCF_r4,"[54.04020690917969, -22.653762817382812, -60.79166793823242]",1.0,-16.92105484008789,-15.676841735839844,-0.2822706,5.9087725
1HCF_r5,"[33.1384162902832, 18.888320922851562, 11.205886840820312]",1.0,-13.838460922241211,-13.423887252807617,-4.576273,3.955968
1HCF_r6,"[-22.990707397460938, -50.701416015625, -34.65092086791992]",1.0,-15.349237442016602,-16.554828643798828,-7.8079805,1.4426289
1HCF_r7,"[-26.113502502441406, 41.24964141845703, -21.239700317382812]",1.0,-14.535170555114746,-14.499162673950195,-2.876031,4.3780007
1HCF_r8,"[43.381744384765625, -19.380895614624023, 3.793490409851074]",1.0,-14.22262191772461,-14.111733436584473,-4.5426536,4.10673
1HCF_r9,"[5.0856523513793945, -45.41875457763672, -35.26091003417969]",1.0,-14.811552047729492,-15.338537216186523,-7.325195,4.670589
1HCF_r10,"[12.12743854522705, 1.312229871749878, -26.44696807861328]",1.0,-13.431652069091797,-13.178364753723145,-5.8482423,2.399969
1HCF_r11,"[45.00243377685547, -8.703222274780273, 13.772350311279297]",1.0,-14.232987403869629,-14.062661170959473,-5.058531,3.0619996
1HCF_r12,"[37.327247619628906, -10.625871658325195, 5.422438621520996]",1.0,-13.813538551330566,-13.709223747253418,-2.6560204,2.1653426
1HCF_r13,"[-22.266407012939453, 3.9434945583343506, 26.08342742919922]",1.0,-13.622457504272461,-14.82555103302002,-8.746421,3.4505308
1HCF_r14,"[9.557701110839844, -50.11521911621094, -11.607429504394531]",1.0,-14.481307029724121,-15.346078872680664,-3.7993238,2.3641539
1IRA_r0,"[37.07244873046875, 11.207405090332031, -48.85456848144531]",1.0,-15.119709014892578,-15.549062728881836,-2.9736598,4.3174577
1IRA_r1,"[-31.1655330657959, 25.04544448852539, 13.853706359863281]",1.0,-13.955124855041504,-13.528754234313965,1.1016808,5.3268776
1IRA_r2,"[37.029964447021484, 3.2611403465270996, 1.1319141387939453]",1.0,-13.728816032409668,-14.064023971557617,-2.6596193,6.1107063
1IRA_r3,"[-2.3254709243774414, 10.314142227172852, 46.690673828125]",1.0,-14.233634948730469,-14.053436279296875,-7.607878,8.0688095
1IRA_r4,"[-29.527950286865234, -44.22993850708008, -10.461348533630371]",1.0,-14.592423439025879,-14.775415420532227,2.9805229,8.884397
1IRA_r5,"[29.56330108642578, -1.2277979850769043, -2.8722782135009766]",1.0,-13.45137882232666,-13.771506309509277,-6.4664264,5.229667
1IRA_r6,"[-9.064591407775879, -24.195249557495117, -44.23652648925781]",1.0,-14.418434143066406,-14.722071647644043,-1.90471,9.857781
1IRA_r7,"[5.0352582931518555, -0.4811410903930664, 21.750930786132812]",1.0,-13.237457275390625,-13.27540397644043,0.58137476,5.737104
1IRA_r8,"[-11.74856948852539, 4.048458099365234, -3.9798641204833984]",1.0,-13.054996490478516,-13.000447273254395,-0.68365383,7.02108
1IRA_r9,"[7.257989883422852, 30.030029296875, 15.70302963256836]",1.0,-13.627667427062988,-13.472831726074219,-0.061162293,9.255123
1IRA_r10,"[-8.920877456665039, -43.216983795166016, -12.51221752166748]",1.0,-14.12921142578125,-14.479673385620117,-1.4054531,9.351438
1IRA_r11,"[-16.324060440063477, -5.573384761810303, -1.3164634704589844]",1.0,-13.126669883728027,-13.098855972290039,0.63250107,7.162552
1IRA_r12,"[2.408825397491455, -17.38960075378418, -18.427593231201172]",1.0,-13.320283889770508,-13.58739185333252,8.829804,18.823471
1IRA_r13,"[-17.073200225830078, -18.208168029785156, 9.262680053710938]",1.0,-13.354202270507812,-13.382813453674316,-2.412299,4.2329035
1IRA_r14,"[55.61123275756836, 14.76201057434082, 38.47600173950195]",1.0,-15.622035026550293,-15.908163070678711,-1.6373613,4.0405207
1JIW_r0,"[27.87617301940918, -20.068403244018555, -21.88713836669922]",1.0,-13.882001876831055,-13.040568351745605,0.5594842,3.9841857
1JIW_r1,"[-28.332843780517578, 12.110349655151367, 10.1368408203125]",1.0,-13.544944763183594,-14.988157272338867,-2.668395,7.370548
1JIW_r2,"[39.42905044555664, 23.613170623779297, 0.9802665710449219]",1.0,-14.134404182434082,-14.260001182556152,-1.2467287,3.7871287
1JIW_r3,"[17.809762954711914, 44.07666778564453, 9.933265686035156]",1.0,-14.270747184753418,-15.363195419311523,1.8610406,2.4481533
1JIW_r4,"[51.8672981262207, 22.225645065307617, -47.269691467285156]",1.0,-15.970752716064453,-14.969249725341797,0.6675281,5.3817234
1JIW_r5,"[56.340309143066406, -21.634809494018555, 2.7021708488464355]",1.0,-14.98796272277832,-13.977954864501953,2.9868634,7.968023
1JIW_r6,"[-22.257282257080078, 43.1558952331543, -30.17902374267578]",1.0,-14.77629280090332,-15.9520263671875,1.1463493,4.5186186
1JIW_r7,"[23.745479583740234, -35.855464935302734, 27.1201171875]",1.0,-14.396498680114746,-14.214890480041504,1.461086,8.461063
1JIW_r8,"[-9.2013521194458, 27.138227462768555, 18.732803344726562]",1.0,-13.611556053161621,-15.094799995422363,-3.74678,5.1162577
1JIW_r9,"[7.080222129821777, -40.81114196777344, 18.706462860107422]",1.0,-14.107969284057617,-14.0235013961792,2.6649528,8.2060585
1JIW_r10,"[8.148759841918945, -26.428138732910156, 16.847352981567383]",1.0,-13.543009757995605,-13.666485786437988,4.7317734,10.718005
1JIW_r11,"[29.188648223876953, 16.96104621887207, 0.5853939056396484]",1.0,-13.59373950958252,-13.79748249053955,-0.3279788,9.623294
1JIW_r12,"[-23.003408432006836, -21.654077529907227, -24.440078735351562]",1.0,-13.846726417541504,-13.95691204071045,-7.1660085,1.6903467
1JIW_r13,"[-35.91932678222656, 5.154452323913574, 21.94862174987793]",1.0,-13.959579467773438,-15.63721752166748,-2.36926,4.4459567
1JIW_r14,"[-0.01433563232421875, 12.255193710327148, -23.918643951416016]",1.0,-13.36168098449707,-13.636019706726074,1.7655799,3.2285063
1JPS_r0,"[8.954129219055176, -2.4076292514801025, 31.66801643371582]",1.0,-13.565317153930664,-14.564133644104004,-1.116524,2.8352482
1JPS_r1,"[-11.341306686401367, -2.014815092086792, -5.632631301879883]",1.0,-13.051748275756836,-14.574251174926758,-5.1718283,5.780484
1JPS_r2,"[20.92051124572754, -29.666122436523438, 3.326570987701416]",1.0,-13.698637008666992,-13.215255737304688,1.1116873,8.1303835
1JPS_r3,"[-11.758340835571289, 20.97320556640625, 25.450756072998047]",1.0,-13.641449928283691,-16.072078704833984,-3.3319848,3.3924468
1JPS_r4,"[28.839599609375, -13.734962463378906, 29.663982391357422]",1.0,-14.016143798828125,-13.860177040100098,-5.100027,1.9166725
1JPS_r5,"[14.423680305480957, 23.89141845703125, 1.1781527996063232]",1.0,-13.393869400024414,-14.575526237487793,-5.1992717,5.4811196
1JPS_r6,"[0.4737873077392578, -34.627655029296875, 5.846336841583252]",1.0,-13.645673751831055,-13.916332244873047,0.19116789,5.09512
1JPS_r7,"[27.967077255249023, -8.193151473999023, 2.559098243713379]",1.0,-13.435872077941895,-13.214198112487793,-0.22709268,5.4213667
1JPS_r8,"[39.23379135131836, 9.14065933227539, -12.726805686950684]",1.0,-13.951971054077148,-13.572029113769531,0.2719431,7.3530073
1JPS_r9,"[23.033329010009766, -29.897409439086914, -30.44634246826172]",1.0,-14.266724586486816,-13.37861442565918,3.005342,3.663405
1JPS_r10,"[-43.294158935546875, -34.90522003173828, -17.349750518798828]",1.0,-14.845837593078613,-16.74098014831543,-5.96675,3.5931385
1JPS_r11,"[-3.9822943210601807, 8.225204467773438, 10.04484748840332]",1.0,-13.062859535217285,-14.688729286193848,0.2611909,8.06462
1JPS_r12,"[-28.42079734802246, 17.461471557617188, 0.6468405723571777]",1.0,-13.578776359558105,-16.39168930053711,-0.24091619,8.6000595
1JPS_r13,"[-46.4435920715332, -67.23918914794922, -32.022125244140625]",1.0,-17.240148544311523,-18.28168487548828,6.085729,5.2246995
1JPS_r14,"[18.935522079467773, 30.82744026184082, 40.583946228027344]",1.0,-14.602598190307617,-16.138080596923828,-4.308434,1.9211262
1MLC_r0,"[-54.876853942871094, -36.84233093261719, -17.162124633789062]",1.0,-15.551166534423828,-13.529426574707031,-1.0369866,4.3628297
1MLC_r1,"[-12.077703475952148, -13.002191543579102, -28.53124237060547]",1.0,-13.587608337402344,-14.092682838439941,-2.6500535,3.1774147
1MLC_r2,"[-39.158023834228516, 27.735628128051758, 13.245235443115234]",1.0,-14.337103843688965,-15.642148971557617,-2.935419,3.099163
1MLC_r3,"[-3.420149803161621, 46.1800651550293, -0.5807790756225586]",1.0,-14.151870727539062,-17.514062881469727,-2.6559808,2.120873
1MLC_r4,"[-13.198824882507324, 4.365936279296875, 33.61181640625]",1.0,-13.695422172546387,-14.758578300476074,-0.10282874,3.796937
1MLC_r5,"[19.273221969604492, -0.011332511901855469, 28.04377555847168]",1.0,-13.603692054748535,-15.568754196166992,-7.6617227,-1.0526055
1MLC_r6,"[8.336570739746094, -3.9591827392578125, -20.564823150634766]",1.0,-13.242677688598633,-14.809381484985352,-4.3025513,3.0742836
1MLC_r7,"[5.049147605895996, 26.541004180908203, 17.263702392578125]",1.0,-13.531494140625,-16.243728637695312,-3.059655,3.8178113
1MLC_r8,"[34.176856994628906, 24.103626251220703, -2.217254638671875]",1.0,-13.934829711914062,-17.565324783325195,-7.218336,1.4709886
1MLC_r9,"[30.773889541625977, 2.240340232849121, -4.492589950561523]",1.0,-13.50053882598877,-16.045089721679688,-1.6520602,2.8627727
1MLC_r10,"[21.886486053466797, -11.748687744140625, -5.0309600830078125]",1.0,-13.317275047302246,-14.94079303741455,-3.6130557,5.56613
1MLC_r11,"[-15.482693672180176, -0.40101051330566406, -43.80601501464844]",1.0,-14.159764289855957,-15.160701751708984,-9.009052,0.00739453
1MLC_r12,"[36.481422424316406, -27.47146224975586, -0.6365432739257812]",1.0,-14.11928653717041,-15.511804580688477,-2.7727456,2.3326561
1MLC_r13,"[-16.11874771118164, 3.2839269638061523, -62.51152801513672]",1.0,-15.2816801071167,-16.481420516967773,-4.6307354,3.499952
1MLC_r14,"[25.641834259033203, 1.7036542892456055, 29.996055603027344]",1.0,-13.827169418334961,-16.0754451751709,-7.0687714,1.3442758
1N2C_r0,"[17.57269287109375, 11.835264205932617, 26.46286392211914]",1.0,-13.598828315734863,-14.770198822021484,0.3380925,6.2937875
1N2C_r1,"[61.31880569458008, 9.828193664550781, 57.053070068359375]",1.0,-16.911319732666016,-18.036020278930664,-0.7452058,2.6553156
1N2C_r2,"[-48.53874969482422, 0.3706784248352051, 0.2917327880859375]",1.0,-14.269426345825195,-15.80657958984375,-3.9291177,2.1541877
1N2C_r3,"[17.131650924682617, 8.124692916870117, 12.648550033569336]",1.0,-13.249013900756836,-15.087471961975098,-2.3952577,4.043735
1N2C_r4,"[11.776354789733887, -10.867902755737305, -21.120025634765625]",1.0,-13.350879669189453,-17.378944396972656,-2.7927961,1.6890059
1N2C_r5,"[-22.681291580200195, -37.36731719970703, -13.76359748840332]",1.0,-14.127182960510254,-18.997970581054688,-1.0582778,2.1795862
1N2C_r6,"[5.540358543395996, 45.477882385253906, -0.5656599998474121]",1.0,-14.126660346984863,-13.777393341064453,-0.17931104,7.2022047
1N2C_r7,"[-57.41169738769531, -61.23671340942383, -44.84358215332031]",1.0,-17.9920654296875,-24.748065948486328,0.9802432,0.20260023
1N2C_r8,"[-18.844200134277344, -16.770029067993164, 18.246192932128906]",1.0,-13.498887062072754,-16.10529136657715,-1.7657765,4.5847406
1N2C_r9,"[-28.18745994567871, 24.883991241455078, -47.92718505859375]",1.0,-15.021942138671875,-16.8810977935791,1.0284535,3.22927
1N2C_r10,"[-39.50572967529297, -8.633992195129395, -7.106004238128662]",1.0,-13.896932601928711,-16.40934181213379,-0.1510241,4.708068
1N2C_r11,"[-14.4700927734375, 8.197247505187988, 3.082188129425049]",1.0,-13.119340896606445,-14.683358192443848,-4.4218087,4.9505067
1N2C_r12,"[-28.932880401611328, 33.30498504638672, -0.23725032806396484]",1.0,-14.041735649108887,-13.838370323181152,-0.6999104,4.5174437
1N2C_r13,"[0.3256549835205078, -5.347539901733398, 53.80900573730469]",1.0,-14.584914207458496,-15.680743217468262,0.35931832,2.0603151
1N2C_r14,"[0.7183198928833008, 45.64894104003906, -19.439453125]",1.0,-14.328315734863281,-14.477887153625488,-0.8626827,5.483323
