index,timestep,Offset_Tr_X,Offset_Tr_Y,Offset_Tr_Z,accumulated_integrand:TotalIntegrand,accumulated_integrand:FlowIntegrand
0,0.0,0.0,0.0,0.0,-8.298326,5.70778
1,0.025641026,0.09561845,-0.016318833,0.000742282,-8.298326,5.70778
2,0.051282052,-0.004554175,-0.09264624,0.01872983,-8.298326,5.70778
3,0.07692308,0.00026978413,-0.075219266,0.07440462,-8.298326,5.70778
4,0.102564104,0.028315764,-0.1373614,-0.09128464,-8.298326,5.70778
5,0.12820514,-0.022631325,-0.10667146,-0.051402695,-8.298326,5.70778
6,0.15384616,0.18519574,0.04369504,-0.04804439,-8.298326,5.70778
7,0.17948718,0.20687738,0.23901731,-0.012647916,-8.298326,5.70778
8,0.20512821,0.27152765,0.40337664,0.13399057,-8.298326,5.70778
9,0.23076923,0.35238838,0.48925072,0.520203,-8.298326,5.70778
10,0.25641027,0.4216587,0.5013999,0.26661152,-8.298326,5.70778
11,0.2820513,0.45440102,0.4761144,0.16090323,-8.298326,5.70778
12,0.30769232,0.42706963,0.5761174,0.25047797,-8.298326,5.70778
13,0.33333334,1.0766122,0.58066744,0.8924696,-8.298326,5.70778
14,0.35897437,0.81727386,0.7635739,0.84501237,-8.298326,5.70778
15,0.3846154,0.29297847,1.0444436,0.9952935,-8.298326,5.70778
16,0.41025642,0.68083775,1.8539419,0.72772646,-8.298326,5.70778
17,0.43589744,0.1820856,1.7323492,0.4789716,-8.298326,5.70778
18,0.46153846,0.25722215,1.2927773,0.42167056,-8.298326,5.70778
19,0.4871795,-0.66037285,0.6918969,1.222845,-8.298326,5.70778
20,0.5128205,-0.67077845,-0.6979668,0.7864535,-8.298326,5.70778
21,0.5384615,0.4169492,-0.59977615,1.464895,-8.298326,5.70778
22,0.56410253,0.49193507,0.9000468,-0.46186042,-8.298326,5.70778
23,0.5897436,-2.5588915,0.24267042,0.8922497,-8.298326,5.70778
24,0.61538464,-1.4824393,-0.4422623,-0.34321678,-8.298326,5.70778
25,0.64102566,0.26825333,1.5308061,-0.6023253,-8.298326,5.70778
26,0.6666667,2.9274292,0.951259,-2.6491556,-8.298326,5.70778
27,0.6923077,2.786682,-1.2751669,-4.085676,-8.298326,5.70778
28,0.71794873,4.6208935,-2.8905091,-6.307054,-8.298326,5.70778
29,0.74358976,3.7199903,-2.644205,-4.469115,-8.298326,5.70778
30,0.7692308,6.093972,-7.1837697,-0.48638082,-8.298326,5.70778
31,0.7948718,8.053482,-0.89361906,-2.9399972,-8.298326,5.70778
32,0.82051283,12.306225,6.3912687,-2.3703456,-8.298326,5.70778
33,0.84615386,9.8338995,11.848648,-6.2200975,-8.298326,5.70778
34,0.8717949,17.221083,11.835608,-4.6455054,-8.298326,5.70778
35,0.8974359,-0.22497368,3.3799067,-4.7425523,-8.298326,5.70778
36,0.9230769,10.734429,6.9289455,13.232313,-8.298326,5.70778
37,0.94871795,14.689469,11.502901,3.2490911,-8.298326,5.70778
38,0.974359,11.581059,0.9114876,-3.6573048,-8.298326,5.70778
39,1.0,5.485141,4.6168222,-1.1027439,-8.298326,5.70778
