index,timestep,Offset_Tr_X,Offset_Tr_Y,Offset_Tr_Z,accumulated_integrand:TotalIntegrand,accumulated_integrand:FlowIntegrand
0,0.0,0.0,0.0,0.0,4.300606,4.2736034
1,0.025641026,-0.0287517,-0.08347819,-0.0075382916,4.300606,4.2736034
2,0.051282052,-0.014449997,-0.12956671,-0.056087676,4.300606,4.2736034
3,0.07692308,0.031627767,-0.16396365,-0.016738117,4.300606,4.2736034
4,0.102564104,0.11355179,-0.16457997,0.029813386,4.300606,4.2736034
5,0.12820514,0.04542031,-0.10498041,0.015467668,4.300606,4.2736034
6,0.15384616,-0.031035803,0.07048601,-0.03106826,4.300606,4.2736034
7,0.17948718,0.0016018003,0.20266068,0.024901802,4.300606,4.2736034
8,0.20512821,0.18996516,0.28808326,0.14882186,4.300606,4.2736034
9,0.23076923,0.29696777,0.42619246,0.23390538,4.300606,4.2736034
10,0.25641027,0.07503189,0.34579813,0.45118743,4.300606,4.2736034
11,0.2820513,-0.1426632,-0.27913064,0.22068991,4.300606,4.2736034
12,0.30769232,-0.076063275,0.086045,0.6779809,4.300606,4.2736034
13,0.33333334,-0.21195649,0.279852,0.7214854,4.300606,4.2736034
14,0.35897437,-0.38123035,0.814636,0.4218552,4.300606,4.2736034
15,0.3846154,-0.795046,0.7471317,0.7590467,4.300606,4.2736034
16,0.41025642,-0.5701581,0.37116292,0.46277207,4.300606,4.2736034
17,0.43589744,-0.516641,1.460036,0.5522417,4.300606,4.2736034
18,0.46153846,0.098388016,0.8730747,0.7243304,4.300606,4.2736034
19,0.4871795,-0.093835026,0.57182765,2.1849623,4.300606,4.2736034
20,0.5128205,0.3123882,-0.3308649,0.93613946,4.300606,4.2736034
21,0.5384615,-1.3081893,-2.2194352,3.010611,4.300606,4.2736034
22,0.56410253,0.5581614,-2.7389677,5.334359,4.300606,4.2736034
23,0.5897436,0.87331426,-3.8637543,5.283027,4.300606,4.2736034
24,0.61538464,3.2539039,-5.391509,7.6048717,4.300606,4.2736034
25,0.64102566,6.1241636,-5.09217,7.7555356,4.300606,4.2736034
26,0.6666667,4.531673,-5.4423947,6.687132,4.300606,4.2736034
27,0.6923077,5.0535564,0.3252926,5.8537045,4.300606,4.2736034
28,0.71794873,8.965307,3.1998153,4.239619,4.300606,4.2736034
29,0.74358976,13.003741,2.2296104,8.281612,4.300606,4.2736034
30,0.7692308,7.056271,4.2792354,11.96759,4.300606,4.2736034
31,0.7948718,9.820886,6.648986,16.029299,4.300606,4.2736034
32,0.82051283,6.3152223,2.1308298,15.86377,4.300606,4.2736034
33,0.84615386,2.4447327,13.251224,14.869621,4.300606,4.2736034
34,0.8717949,8.197224,17.31675,9.9345455,4.300606,4.2736034
35,0.8974359,-1.6034279,25.088734,22.707745,4.300606,4.2736034
36,0.9230769,1.9746046,38.35521,26.088543,4.300606,4.2736034
37,0.94871795,-4.7212987,37.365314,43.444454,4.300606,4.2736034
38,0.974359,5.028707,32.068924,41.5411,4.300606,4.2736034
39,1.0,-10.343018,48.549286,3.311802,4.300606,4.2736034
