id,prior_position,prior_time,prior:smax_gaussian,prior:convolved_data,prior:estimated_data,integrand:TotalIntegrand,integrand:FlowIntegrand
0,-6.258487701416016e-06,1.0,-5.167433738708496,-5.173436641693115,-5.16728401184082,1.2281771,1.3169432
1,1.7974525690078735e-07,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.4410294,1.4946194
2,2.962350845336914e-05,1.0,-5.167433738708496,-5.173436641693115,-5.16728401184082,0.7574517,1.069584
3,-2.86102294921875e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,-0.14236599,-0.080092974
4,-1.1563301086425781e-05,1.0,-5.167433738708496,-5.173436641693115,-5.16728401184082,0.46825683,1.564254
5,2.5272369384765625e-05,1.0,-5.167433738708496,-5.173436641693115,-5.16728401184082,0.7237108,1.1121746
6,-1.6205012798309326e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.3542657,1.4827005
7,-4.217028617858887e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,-0.33425596,-0.21622998
8,-1.1324882507324219e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.2539836,1.3824182
9,2.0563602447509766e-05,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.6989547,1.1294498
10,8.463859558105469e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.629538,0.8771523
11,-4.76837158203125e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.077542,1.1724027
12,1.710653305053711e-05,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.1004175,1.1908013
13,1.9729137420654297e-05,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.7542844,1.0763566
14,1.71661376953125e-05,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.253977,1.381266
15,4.842877388000488e-07,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.994942,1.4166063
16,-1.4424324035644531e-05,1.0,-5.167433738708496,-5.173436641693115,-5.16728401184082,0.2677671,0.6271645
17,-3.635883331298828e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.2482709,1.3534911
18,-2.598389983177185e-07,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,1.4461758,1.4948903
19,3.814697265625e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.7205032,0.9549882
20,5.245208740234375e-06,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,-0.76227444,1.5932667
21,2.0802021026611328e-05,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.74758565,0.9204048
22,-4.172325134277344e-07,1.0,-5.167433738708496,-5.173436164855957,-5.16728401184082,0.41563517,1.2812464
