index,samples
0,-35.05496597290039
1,4.681281566619873
2,-6.653868675231934
3,-7.09326696395874
4,-25.772676467895508
5,33.650489807128906
6,-5.636520862579346
7,4.733211040496826
8,39.2237548828125
9,-28.554948806762695
10,-31.778236389160156
11,-39.042877197265625
12,-26.972137451171875
13,-24.119211196899414
14,-35.41834259033203
15,-29.451440811157227
16,46.937652587890625
17,-25.22040557861328
18,-21.911102294921875
19,-34.50489807128906
20,-28.007129669189453
21,-29.11760902404785
22,0.1804039627313614
23,-24.901382446289062
24,-24.88494873046875
25,0.3277379274368286
26,30.848773956298828
27,-8.000038146972656
28,-4.22470235824585
29,-23.772201538085938
30,-25.92985725402832
31,33.363460540771484
32,26.628787994384766
33,-46.80845642089844
34,54.49342346191406
35,6.607076644897461
36,-10.856756210327148
37,32.246665954589844
38,-14.467692375183105
39,-11.099596977233887
40,-0.6887164115905762
41,31.442821502685547
42,25.688486099243164
43,4.551560878753662
44,-42.9146614074707
45,-27.4775447845459
46,0.8299044370651245
47,9.085850715637207
48,-18.8509464263916
49,3.35787034034729
50,-39.169029235839844
51,-36.42082595825195
52,3.6265339851379395
53,32.049224853515625
54,-0.3319610059261322
55,-27.553842544555664
56,-17.579896926879883
57,-26.76683807373047
58,10.486194610595703
59,-7.263969421386719
60,41.19239044189453
61,-5.005984306335449
62,7.2384257316589355
63,37.17667770385742
64,50.864532470703125
65,44.17609405517578
66,8.236773490905762
67,-21.02447509765625
68,34.95555114746094
69,-23.620180130004883
70,42.80442810058594
71,-2.8106319904327393
72,-36.04079055786133
73,-38.710811614990234
74,-1.2531273365020752
75,-37.89054870605469
76,41.591617584228516
77,4.092121601104736
78,-25.930606842041016
79,20.43438148498535
80,49.473731994628906
81,-34.61355972290039
82,-42.90723419189453
83,60.58558654785156
84,-1.0131334066390991
85,-37.44717788696289
86,-3.914595365524292
87,39.34710693359375
88,4.027913570404053
89,-34.73305130004883
90,-0.5254573822021484
91,-30.1966609954834
92,20.20927619934082
93,49.34379959106445
94,59.1806640625
95,35.15745544433594
96,-30.229610443115234
97,-35.213829040527344
98,35.249263763427734
99,-21.303003311157227
100,-1.0453413724899292
101,3.32127046585083
102,-28.01476287841797
103,25.564327239990234
104,23.528400421142578
105,33.42209243774414
106,-1.0602654218673706
107,1.8520045280456543
108,-15.252907752990723
109,-3.1852807998657227
110,3.560399055480957
111,44.78150939941406
112,55.90442657470703
113,36.92481231689453
114,-21.551687240600586
115,1.0270700454711914
116,-6.0769195556640625
117,-21.988452911376953
118,-1.0270767211914062
119,-29.16384506225586
120,4.294507026672363
121,1.5951542854309082
122,48.005645751953125
123,-32.65629196166992
124,-40.0474853515625
125,-12.421782493591309
126,-5.1770429611206055
127,-38.64148712158203
128,2.859332799911499
129,-41.23676681518555
130,-10.22318172454834
131,-40.41017532348633
132,-3.4911763668060303
133,-4.828392028808594
134,9.101176261901855
135,-30.943565368652344
136,-8.378907203674316
137,1.7951405048370361
138,40.71153259277344
139,-2.7710394859313965
140,4.87602424621582
141,2.91774845123291
142,23.48089599609375
143,32.22980499267578
144,-25.70467758178711
145,36.6716194152832
146,-36.78375244140625
147,-7.346402168273926
