index,timestep,sample
0,0.0,-27.189018
1,0.01010101,-30.621117
2,0.02020202,-25.000315
3,0.030303031,-26.417545
4,0.04040404,-31.498081
5,0.05050505,-29.749338
6,0.060606062,-29.661846
7,0.07070707,-28.552835
8,0.08080808,-24.008333
9,0.09090909,-25.57857
10,0.1010101,-25.612812
11,0.11111111,-19.452879
12,0.121212125,-18.14238
13,0.13131313,-22.244137
14,0.14141414,-16.31041
15,0.15151516,-21.215202
16,0.16161616,-21.067343
17,0.17171717,-33.478413
18,0.18181819,-34.269375
19,0.1919192,-38.04309
20,0.2020202,-35.86673
21,0.21212122,-32.75337
22,0.22222222,-30.046417
23,0.23232323,-31.908318
24,0.24242425,-32.329662
25,0.25252524,-35.05643
26,0.26262626,-35.02932
27,0.27272728,-22.414682
28,0.28282827,-26.016785
29,0.2929293,-34.565506
30,0.3030303,-36.475967
31,0.3131313,-40.255676
32,0.32323232,-40.686176
33,0.33333334,-40.87173
34,0.34343433,-42.737297
35,0.35353535,-45.064827
36,0.36363637,-46.387997
37,0.37373737,-49.571396
38,0.3838384,-49.956867
39,0.3939394,-51.55726
40,0.4040404,-59.885536
41,0.41414142,-70.088264
42,0.42424244,-71.19216
43,0.43434343,-70.12419
44,0.44444445,-60.48267
45,0.45454547,-60.505608
46,0.46464646,-63.242767
47,0.47474748,-66.122086
48,0.4848485,-66.971886
49,0.4949495,-80.47467
50,0.5050505,-77.8277
51,0.5151515,-75.227036
52,0.5252525,-85.142845
53,0.53535354,-100.01906
54,0.54545456,-102.42414
55,0.5555556,-111.3496
56,0.56565654,-110.0513
57,0.57575756,-96.817474
58,0.5858586,-90.47496
59,0.5959596,-93.46466
60,0.6060606,-101.06495
61,0.61616164,-98.14955
62,0.6262626,-109.089645
63,0.6363636,-111.37542
64,0.64646465,-116.11415
65,0.65656567,-124.94283
66,0.6666667,-126.54898
67,0.6767677,-120.55185
68,0.68686867,-118.18577
69,0.6969697,-110.011505
70,0.7070707,-113.515656
71,0.7171717,-108.0767
72,0.72727275,-102.55975
73,0.7373737,-86.72424
74,0.74747473,-90.2989
75,0.75757575,-89.06323
76,0.7676768,-92.85756
77,0.7777778,-97.06232
78,0.7878788,-105.868645
79,0.7979798,-113.3106
80,0.8080808,-115.31578
81,0.8181818,-106.19572
82,0.82828283,-110.31444
83,0.83838385,-115.530624
84,0.8484849,-114.06988
85,0.85858583,-120.540146
86,0.86868685,-124.28055
87,0.8787879,-115.862335
88,0.8888889,-125.058784
89,0.8989899,-115.960884
90,0.90909094,-107.35538
91,0.9191919,-112.86649
92,0.9292929,-115.6466
93,0.93939394,-128.50298
94,0.94949496,-137.86511
95,0.959596,-136.50868
96,0.969697,-143.82649
97,0.97979796,-133.1388
98,0.989899,-136.95923
99,1.0,-138.1096
