index,timestep,sample
0,0.0,-32.415062
1,0.01010101,-36.92058
2,0.02020202,-34.74361
3,0.030303031,-36.634964
4,0.04040404,-35.58812
5,0.05050505,-34.742188
6,0.060606062,-33.808834
7,0.07070707,-32.119793
8,0.08080808,-31.030706
9,0.09090909,-25.705658
10,0.1010101,-19.445423
11,0.11111111,-13.57687
12,0.121212125,-17.585283
13,0.13131313,-13.8599
14,0.14141414,-18.080154
15,0.15151516,-17.091942
16,0.16161616,-15.099468
17,0.17171717,-16.202991
18,0.18181819,-9.559843
19,0.1919192,-5.72512
20,0.2020202,-6.6664567
21,0.21212122,-6.7423525
22,0.22222222,0.2899685
23,0.23232323,-7.454952
24,0.24242425,-5.281357
25,0.25252524,2.7295542
26,0.26262626,8.422192
27,0.27272728,12.075864
28,0.28282827,14.065163
29,0.2929293,15.1959505
30,0.3030303,13.462622
31,0.3131313,22.269741
32,0.32323232,31.96233
33,0.33333334,39.993748
34,0.34343433,36.84443
35,0.35353535,36.044956
36,0.36363637,32.735527
37,0.37373737,35.203983
38,0.3838384,37.177437
39,0.3939394,27.573624
40,0.4040404,31.301607
41,0.41414142,30.976357
42,0.42424244,31.7324
43,0.43434343,34.693127
44,0.44444445,40.411232
45,0.45454547,48.08263
46,0.46464646,51.206898
47,0.47474748,49.505165
48,0.4848485,50.16159
49,0.4949495,48.04738
50,0.5050505,45.8027
51,0.5151515,39.57467
52,0.5252525,45.82973
53,0.53535354,41.031693
54,0.54545456,40.201485
55,0.5555556,36.67941
56,0.56565654,34.42894
57,0.57575756,29.653076
58,0.5858586,33.145718
59,0.5959596,46.91432
60,0.6060606,39.333263
61,0.61616164,22.795027
62,0.6262626,29.585875
63,0.6363636,28.155153
64,0.64646465,36.4572
65,0.65656567,44.422745
66,0.6666667,30.479053
67,0.6767677,39.68659
68,0.68686867,34.952076
69,0.6969697,31.35373
70,0.7070707,25.48895
71,0.7171717,27.188997
72,0.72727275,27.021923
73,0.7373737,29.329037
74,0.74747473,24.33398
75,0.75757575,22.796198
76,0.7676768,20.875246
77,0.7777778,14.719688
78,0.7878788,20.901447
79,0.7979798,18.34981
80,0.8080808,26.535286
81,0.8181818,20.559107
82,0.82828283,17.517565
83,0.83838385,15.610991
84,0.8484849,13.290784
85,0.85858583,10.141199
86,0.86868685,6.16409
87,0.8787879,5.2411294
88,0.8888889,8.614126
89,0.8989899,3.4898148
90,0.90909094,17.591253
91,0.9191919,7.874604
92,0.9292929,-6.0100937
93,0.93939394,-3.1020157
94,0.94949496,-4.5638695
95,0.959596,-15.527856
96,0.969697,-9.623531
97,0.97979796,-26.319035
98,0.989899,-24.564789
99,1.0,-13.34569
