index,timestep,sample
0,0.0,36.307465
1,0.01010101,33.12221
2,0.02020202,32.600376
3,0.030303031,31.267323
4,0.04040404,32.360123
5,0.05050505,41.976948
6,0.060606062,38.89054
7,0.07070707,38.445976
8,0.08080808,30.977468
9,0.09090909,32.31181
10,0.1010101,33.84162
11,0.11111111,35.9551
12,0.121212125,27.892311
13,0.13131313,31.78798
14,0.14141414,38.285976
15,0.15151516,34.733685
16,0.16161616,41.131687
17,0.17171717,37.6811
18,0.18181819,42.11372
19,0.1919192,52.467754
20,0.2020202,57.05553
21,0.21212122,61.95934
22,0.22222222,57.73678
23,0.23232323,49.05352
24,0.24242425,44.9739
25,0.25252524,37.480812
26,0.26262626,44.61909
27,0.27272728,43.08211
28,0.28282827,45.969906
29,0.2929293,50.05674
30,0.3030303,50.067097
31,0.3131313,51.812286
32,0.32323232,50.453964
33,0.33333334,46.99728
34,0.34343433,41.01511
35,0.35353535,38.62477
36,0.36363637,46.129044
37,0.37373737,51.4895
38,0.3838384,50.240894
39,0.3939394,52.837284
40,0.4040404,57.984383
41,0.41414142,65.02944
42,0.42424244,62.140415
43,0.43434343,68.04647
44,0.44444445,65.01371
45,0.45454547,61.755703
46,0.46464646,59.80048
47,0.47474748,62.2863
48,0.4848485,63.08264
49,0.4949495,69.312065
50,0.5050505,70.9336
51,0.5151515,73.17214
52,0.5252525,74.19932
53,0.53535354,72.12076
54,0.54545456,78.667366
55,0.5555556,75.99307
56,0.56565654,68.789024
57,0.57575756,69.05577
58,0.5858586,76.58501
59,0.5959596,74.24109
60,0.6060606,69.351814
61,0.61616164,67.19541
62,0.6262626,54.47354
63,0.6363636,56.55398
64,0.64646465,52.828705
65,0.65656567,49.33943
66,0.6666667,46.186886
67,0.6767677,50.60576
68,0.68686867,59.03745
69,0.6969697,63.48558
70,0.7070707,58.371487
71,0.7171717,60.520325
72,0.72727275,66.22909
73,0.7373737,76.332756
74,0.74747473,72.628296
75,0.75757575,76.1941
76,0.7676768,83.67759
77,0.7777778,91.40656
78,0.7878788,90.454155
79,0.7979798,74.95654
80,0.8080808,64.3499
81,0.8181818,63.961185
82,0.82828283,64.583664
83,0.83838385,47.70567
84,0.8484849,53.504597
85,0.85858583,52.71102
86,0.86868685,60.951317
87,0.8787879,52.970074
88,0.8888889,60.82111
89,0.8989899,62.241615
90,0.90909094,56.66686
91,0.9191919,54.7893
92,0.9292929,47.06368
93,0.93939394,61.58039
94,0.94949496,57.791687
95,0.959596,62.062675
96,0.969697,63.033848
97,0.97979796,49.68785
98,0.989899,26.483135
99,1.0,25.06574
