id,prior_position,prior_time,prior:smax_gaussian,prior:receptor_smax_gaussian,integrand:TotalIntegrand,integrand:FlowIntegrand
2SIC_p61_0.0,"[-4.2651848793029785, 31.605690002441406, -18.332178115844727]",1.0,-13.712175369262695,-13.828360557556152,9.32164,9.32164
2SIC_p61_0.0010000000474974513,"[-30.073780059814453, 23.709308624267578, 11.9681978225708]",1.0,-13.854742050170898,-13.873592376708984,3.9430528,3.9430532
2SIC_p61_0.026615384966135025,"[-0.38733845949172974, 32.65981674194336, -14.74677848815918]",1.0,-13.673897743225098,-13.979416847229004,3.1145222,3.1145225
2SIC_p61_0.05223076790571213,"[-30.249135971069336, 23.456483840942383, 12.03746509552002]",1.0,-13.854917526245117,-13.869805335998535,3.9273002,3.9272997
2SIC_p61_0.07784615457057953,"[-26.723602294921875, 23.21397590637207, 16.626544952392578]",1.0,-13.810120582580566,-14.023517608642578,3.6632965,3.6632955
2SIC_p61_0.10346154123544693,"[-30.424217224121094, 23.520288467407227, 11.66876220703125]",1.0,-13.85762882232666,-13.859725952148438,3.2465012,3.2465014
2SIC_p61_0.12907692790031433,"[-30.412981033325195, 23.536666870117188, 11.736915588378906]",1.0,-13.858563423156738,-13.862475395202637,2.8284526,2.8284523
2SIC_p61_0.15469230711460114,"[-4.1410908699035645, 30.80789566040039, -18.396060943603516]",1.0,-13.685235977172852,-13.802116394042969,3.606215,3.6062145
2SIC_p61_0.18030768632888794,"[-10.996806144714355, 29.980104446411133, -24.153139114379883]",1.0,-13.851025581359863,-13.647581100463867,4.496943,4.4969435
2SIC_p61_0.20592308044433594,"[-29.97373390197754, 23.92992401123047, 10.70128345489502]",1.0,-13.841287612915039,-13.836153030395508,3.800016,3.800016
2SIC_p61_0.23153845965862274,"[-9.093266487121582, 31.660661697387695, -22.854877471923828]",1.0,-13.853425025939941,-13.735126495361328,2.334591,2.334591
2SIC_p61_0.25715383887290955,"[26.343780517578125, 19.725704193115234, 11.29520320892334]",1.0,-13.633008003234863,-15.235157012939453,5.672819,5.672819
2SIC_p61_0.28276923298835754,"[-15.860974311828613, 26.73061752319336, -26.2083740234375]",1.0,-13.878727912902832,-13.486762046813965,5.238557,5.238557
2SIC_p61_0.30838462710380554,"[-29.49374771118164, 22.5416316986084, 14.183578491210938]",1.0,-13.837730407714844,-13.918567657470703,0.4038674,0.4038674
2SIC_p61_0.33399999141693115,"[-31.509479522705078, 21.886333465576172, 10.763862609863281]",1.0,-13.842474937438965,-13.791248321533203,2.2733402,2.2733402
2SIC_p61_0.35961538553237915,"[-32.289703369140625, 20.79463005065918, 8.881258010864258]",1.0,-13.82369613647461,-13.707799911499023,1.7020985,1.7020985
2SIC_p61_0.38523077964782715,"[-31.52106285095215, 20.39798355102539, 10.413211822509766]",1.0,-13.803791999816895,-13.74197006225586,1.2030073,1.2030076
2SIC_p61_0.41084614396095276,"[-33.476863861083984, 20.375431060791016, 7.745988845825195]",1.0,-13.846996307373047,-13.672152519226074,1.207812,1.2078121
